"Coauthor","Paper","Journal","AuthorID","PaperID"
"AllenNewell;BrianMilnes;CharlesForgy;DirkKalp;MilindTambe","Soar/PSM-E: Investigating Match Parallelism in a Learning Production System ","PPOPP Principles Practice of Parallel Programming PPEALS Symposium Principles and Practice of Parallel Programming","1","183"
"EdwardRothberg;JaswinderPalSingh","Modeling Communication in Parallel Algorithms: A Fruitful Interaction Between Theory and Systems?","SPAA ACM Symposium Parallel Algorithms and Architectures","1","184"
"LiweiHe","Exploring benefits of non-linear time compression ","ACM Multimedia","1","185"
"LiweiHe;ElizabethSanocki;AnoopGupta;JonathanGrudin","Auto summarization of audiovideo presentations,","","1","186"
"JohnHeinlein;KouroshGharachorloo;MendelRosenblum;RobertPBosch","Coherent Block Data Transfer in the FLASH Multiprocessor ","IPPS International Parallel Processing Symposium","1","187"
"JohnHeinlein;KouroshGharachorloo;ScottDresser","Integration of Message Passing and Shared Memory in the Stanford FLASH Multiprocessor ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","188"
"JohnLHennessy;JosepTorrellas","Characterizing the Caching and Synchronization Performance of a Multiprocessor Operating System ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","189"
"JohnLHennessy;RohitChandra","COOL: An Object-Based Language for Parallel Programming ","IEEE Computer","1","190"
"JohnLHennessy;KouroshGharachorloo;ToddCMowry;Wolf-DietrichWeber","Comparative Evaluation of Latency Reducing and Tolerating Techniques ","ISCA International Symposium Computer Architecture","1","191"
"JohnLHennessy;RohitChandra","Data Locality and Load Balancing in COOL ","PPOPP Principles Practice of Parallel Programming","1","192"
"EdwardRothberg","Experiences Implementing a Parallel ATMS on a Shared-Memory Multiprocessor ","IJCAI International Joint Conference Artificial Intelligence","1","193"
"JohnLHennessy;KouroshGharachorloo","Hiding Memory Latency using Dynamic Scheduling in Shared-Memory Multiprocessors ","ISCA International Symposium Computer Architecture","1","194"
"EdwardRothberg;JaswinderPalSingh;AnoopGupta","Working Sets Cache Sizes,"," ISCA International Symposium Computer Architecture","1","195"
"JohnLHennessy;MarkHeinrich;VijayaraghavanSoundararajan","A Quantitative Analysis of the Performance and Scalability of Distributed Shared Memory ","IEEE Trans Computers","1","196"
"EdwardRothberg;JaswinderPalSingh","Working Sets, Cache Sizes, and Node Granularity Issues for Large-Scale Multiprocessors ","ISCA International Symposium Computer Architecture","1","197"
"","Stanford DASH Multiprocessor: The Hardware and Software Approach ","PARLE Parallel Architectures and Languages Europe","1","198"
"EdwardRothberg","Parallel ICCG on a hierarchical memory multiprocessor - Addressing the triangular solve bottleneck ","Parallel Computing","1","199"
"AlexAcero;YongRui","Automatically extracting highlights for TV Baseball programs ","ACM Multimedia","1","200"
"EdwardRothberg","Techniques for improving the performance of sparse matrix factorization on multiprocessor workstations ","Supercomputing","1","201"
"AnuragAcharya;MilindTambe","Implementation of Production Systems on Message-Passing Computers ","IEEE Trans Parallel Distrib Syst","1","202"
"EdwardRothburg","An efficient block-oriented approach to parallel sparse Cholesky factorization ","Supercomputing","1","203"
"AnantAgarwal","Memory-Reference Characteristics of Multiprocessor Applications under MACH ","SIGMETRICS Measurement and Modeling of Computer Systems","1","204"
"YongRui;Li-weiHe;AnoopGupta;QiongLiu","Building an intelligent camera management system,"," ACM_Multimedia","1","205"
"AvneeshAgrawal;NavinChaddha;TeresaHYMeng","Variable Compression Using JPEG ","ICMCS International Conference Multimedia Computing and Systems","1","206"
"YongRui;AnoopGupta;AlexAcero","Automatically extracting highlights for TV Baseball programs,"," ACM_Multimedia","1","207"
"AnandBalachandran;ElizabethSanocki;GavinJancke;JonathanGrudin;JonathanJCadiz","Distance learning through distributed collaborative video viewing ","CSCW Conference Computer Supported Cooperative Work","1","208"
"ElizabethSanocki;FrancisCLi;Li-weiHe;YongRui","Browsing digital video ","CHI Conference Human Factors Computing Systems","1","209"
"FranzBarachini;HansMistelberger","Run-Time Prediction for Production Systems ","AAAI National Conference Artificial Intelligence","1","210"
"DavidBargeron;ElizabethSanocki;JonathanGrudin","Annotations for Streaming Video on the Web: System Design and Usage Studies ","Computer Networks","1","211"
"ElizabethSanocki;JonathanGrudin;LiweiHe","Comparing presentation summaries: slides vs reading vs listening ","CHI Conference Human Factors Computing Systems","1","212"
"DavidBargeron;ElizabethSanocki;FrancisCLi;JonathanGrudin","Asynchronous Collaboration around Multimedia and its Application to On-Demand Training ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","1","213"
"JohnLHennessy;KouroshGharachorloo","Performance Evaluation of Memory Consistency Models for Shared Memory Multiprocessors ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","214"
"JohnLHennessy;KouroshGharachorloo;MarkDHill;SaritaVAdve","Programming for Different Memory Consistency Models ","J Parallel Distrib Comput","1","215"
"JohnLHennessy;KouroshGharachorloo","Two Techniques to Enhance the Performance of Memory Consistency Models ","ICPP International Conference Parallel Processing","1","216"
"ChrisHolt;JaswinderPalSingh;JohnLHennessy;TakashiTotsuka","Load Balancing and Data locality in Adaptive Hierarchical N-Body Methods: Barnes-Hut, Fast Multipole, and Rasiosity ","J Parallel Distrib Comput","1","217"
"ChrisHolt;JaswinderPalSingh;JohnLHennessy","A parallel adaptive fast multipole method ","Supercomputing","1","218"
"GavinJancke;GinaDanielleVenolia;JonathanJCadiz","Designing and deploying an information awareness interface ","CSCW Conference Computer Supported Cooperative Work","1","219"
"GavinJancke;GinaDanielleVenolia;JonathanGrudin;JonathanJCadiz","Linking public spaces: technical and social issues ","CHI Conference Human Factors Computing Systems","1","220"
"GavinJancke;JonathanGrudin","Presenting to local and remote audiences: design and use of the TELEP system ","CHI Conference Human Factors Computing Systems","1","221"
"ElizabethSanocki;GregKimberly;HarryChesley;JonathanGrudin;StephenAWhite","Evolving Use of a System for Education at a Distance ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","1","222"
"MonicaSLam;ToddCMowry","Design and Evaluation of a Compiler Algorithm for Prefetching ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","223"
"ElizabethSanocki;JonathanGrudin;LiweiHe;NosaOmoigui","Time-Compression: Systems Concerns, Usage, and Benefits ","CHI Conference Human Factors Computing Systems","1","224"
"JamesLaudon;MarkHorowitz","Interleaving: A Multithreading Technique Targeting Multiprocessors and Workstations ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","225"
"ElizabethSanocki;JonathanGrudin;LiweiHe","Auto-summarization of audio-video presentations ","ACM Multimedia","1","226"
"JaswinderPalSingh;JohnLHennessy","Implications of Hierarchical N-Body Methods for Multiprocessor Architectures","ACM Trans Comput Syst","1","227"
"JaswinderPalSingh;JohnLHennessy;TrumanJoe","An empirical comparison of the Kendall Square Research KSR- and Stanford DASH multiprocessors ","Supercomputing","1","228"
"JaswinderPalSingh;MarcLevoy","Parallel Visualization Algorithms: Performance and Architectural Implications ","IEEE Computer","1","229"
"JaswinderPalSingh;JohnLHennessy","Scaling Parallel Programs for Multiprocessors: Methodology and Examples ","IEEE Computer","1","230"
"BurtonJSmith;DavidCDouglas;DavidMaier;FredericaDarema;JustinRatner;OlafMLubeck;PaulMessina","What's in the future for parallel architectures?","Supercomputing","1","231"
"LarrySoul&eacute;","Characterization of Parallelism and Deadlocks in Distributed Digital Logic Simulation ","DAC Design Automation Conference","1","232"
"LarrySoul&eacute;","An Evaluation of the Chandy-Misra-Bryant Algorithm for Digital Logic Simulation ","ACM Trans Model Comput Simul","1","233"
"AJBernheimBrush;DavidBargeron;JonathanGrudin","Notification for shared annotation of digital documents ","CHI Conference Human Factors Computing Systems","1","234"
"AJBernheimBrush;DavidBargeron;JonathanJCadiz","Robust annotation positioning in digital documents ","CHI Conference Human Factors Computing Systems","1","235"
"EdouardBugnion;EmmettWitchel;MendelRosenblum;StephenAlanHerrod","The Impact of Architectural Trends on Operating System Performance ","SOSP Symposium Operating Systems Principles","1","236"
"BenVerghese;JohnLHennessy;KouroshGharachorloo;MarkHeinrich;VijayaraghavanSoundararajan","Flexible Use of Memory for Replication/Migration in Cache-Coherent DSM Multiprocessors ","ISCA International Symposium Computer Architecture","1","237"
"JonathanJCadiz;YongRui","Viewing meeting captured by an omni-directional camera ","CHI Conference Human Factors Computing Systems","1","238"
"BenVerghese;MendelRosenblum","Performance Isolation: Sharing and Isolation in Shared-Memory Multiprocessors ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","239"
"JonathanJCadiz;QiongLiu;YongRui","Automating camera management for lecture room environments ","CHI Conference Human Factors Computing Systems","1","240"
"BenVerghese;MendelRosenblum;ScottDevine","Operating System Support for Improving Data Locality on CC-NUMA Compute Servers ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","241"
"RohitChandra;ScottDevine;BenVerghese;AnoopGupta;MendelRosenblum","Scheduling and Page Migration for Multiprocessor Compute Servers,"," ASPLOS Architectural Support for Programming Languages and Operating Systems","1","242"
"AnshulKothari;DivyakantAgrawal;SubhashSuri","Range Addressable Network: A P P Cache Architecture for Data Ranges ","Peer to Peer Computing","20","243"
"AmrElAbbadi;DivyakantAgrawal","Approximate Range Selection Queries in Peer-to-Peer Systems ","CIDR Conference Innovative Data Systems Research","20","244"
"MarciaKilchenmanO'Malley","Passive and Active Assistance for Human Performance of a Simulated Underactuated Dynamic Task ","HAPTICS","20","245"
"DanielPSiewiorek","Automated Multi-Cycle Symbolic Timing Verification of Microprocessor-Based Designs ","DAC Design Automation Conference","21","246"
"AudreyABrennan;DanielPSiewiorek;PatrickEdmond","ASSURE: Automated Design for Dependability ","DAC Design Automation Conference","21","247"
"DanielPSiewiorek;WilliamPBirmingham","The MICON System for Computer Design ","DAC Design Automation Conference","21","248"
"Wen-meiWHwu","Xprof: Profiling the Execution of X Window Programs ","SIGMETRICS Measurement and Modeling of Computer Systems","22","249"
"Wen-meiWHwu","An execution Profiler for Window-oriented Applications ","Softw Pract Exper","22","250"
"WKentFuchs","Garbage Collection in a Distributed Object-Oriented System ","IEEE Trans Knowl Data Eng","22","251"
"IanFAkyildiz;RichardFujimoto","Performance Analysis of Time Warp with Homogeneous Processors and Exponential Task Times ","SIGMETRICS Measurement and Modeling of Computer Systems","23","252"
"IanFAkyildiz;RichardFujimoto","Performance Analysis of Time Warp With Multiple Homogeneous Processors ","IEEE Trans Software Eng","23","253"
"AWong;GerardJounghyunKim;RamDSriram;SRGorti","An object-oriented representation for product and design processes ","Computer Aided Design","24","254"
"MuraliVemulapati;RamDSriram","Incremental Loading in the Persistent C++ Language E ","JOOP Journal of Object Oriented Programming","24","255"
"RSekar","An Approach for Detecting Self-propagating Email Using Anomaly Detection ","RAID","25","256"
"ATiwari;HYang;JFrullo;RSekar;SZhou;TShanbhag","Specification-based anomaly detection: a new approach for detecting network intrusions ","ACM Conference Computer and Communications Security","25","257"
"ManishBhide;MukeshMohania","Towards Bringing Database Management Task in the Realm of IT non-Experts ","ICDE International Conference Data Engineering","26","258"
"ManishBhide;MukeshMohania;SandeepPandey","Dynamic Access Control Framework Based On Events ","ICDE International Conference Data Engineering","26","259"
"TWeymouth;RJain","Semantic queries with pictures: the VIMSYS model"," Proc International Conference Very Large Data Bases Barcelona Edited by Lohman G M Sernadas A Camps R San Mateo Computer Animation Morgan Kaufmann","2","260"
"BLudäscher;MEMartone;XQian;JTran;IZaslavsky"," A System for Managing Alternate Models in Model-based Mediation"," British National Conference Databases BNCOD British National Conference Databases","2","261"
"BLudäscher"," The Many Faces of Process Interaction Graphs: A Data Management Perspective"," OMICS A Journal of Integrative Biology","2","262"
"SSantini"," Toward a Feature Algebra for Visual Databases: a Case Study with Histogram Algebra"," VDB Visual Database Systems Int Conf Visual Databases Tokyo","2","263"
"BLudäscher;JSGrethe;MEMartone"," Towards a Formalization of Disease-Specific Ontologies for Neuroinformatics"," Neural Networks press","2","264"
"ArunHampapur;BradleyHorowitz;CharlesFuller;Chiao-FeShu;JeffreyRBach;MonikaGorkani;RameshJain","Virage Video Engine ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","2","265"
"ArunHampapur;BradleyHorowitz;CharlesFuller;Chiao-FeShu;JeffreyRBach;RameshJain;RichHumphrey","Virage Image Search Engine: An Open Framework for Image Management ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","2","266"
"RJain","Computer Vision and Visual Information Retrieval"," Book Chapter Advances Image Understanding A Festschrift for Prof Azriel Rosenfeld IEEE Computer Society Press","2","267"
"MEMartone;MWong;XQian;GSosinsky;SLamont;BLudäscher;MHEllisman"," A Cell-Centered Database for Electron Tomographic Data"," Journal of Structural Biology","2","268"
"RameshJain","Visual Information Retrieval ","Commun ACM","2","269"
"MEMartone;BLudascher;IZaslavsky;MHEllisman"," Federation of brain data through knowledge-guided mediation ","R Kotter ed Neuroscience Databases A Practical Guide Kluwer Academic Publishers","2","270"
"RameshJain;SimoneSantini","Emergent Semantics through Interaction in Image Databases ","IEEE Trans Knowl Data Eng","2","271"
"MaryannEMartone;ShenglanZhang;XufeiQian","A Practical Approach for Microscopy Imaging Data Management MIDM in Neuroscience ","SSDBM Statistical and Scientific Database Management","2","272"
"RMoore;CBaru;ARajasekar;BLudäscher;RMarciano;MWan;WSchroeder"," Collection-based persistent digital archives "," D Lib Magazine Corporation for National Research Initiatives","2","273"
"XQian;BLudäscher;MEMartone"," Navigating Virtual Information Sources with Know-ME"," Proc of Conference Extending Database Technology EDBT Extending Database Technology Prague","2","274"
"SSantini"," Conceptual Integration of Multiple Partial Geometric Models,"," st International Conference Conceptual Modeling ER International Conference Conceptual Modeling the Entity Relationship Approach Tampere","2","275"
"SimoneSantini","A Data Model for Querying Wavelet Features in Image Databases ","Multimedia Information Systems","2","276"
"SSantini"," GeMBASE: A Geometric Mediator for Brain Analysis with Surface Ensembles"," Intl Conf Very Large Databases VLDB Very Large Data Bases Hong Kong","2","277"
"SSantini;RJain","Querying Multiple Perspective Video"," Proceedings of SPIE The International Society for Optical Engineering Storage and Retrieval for Image and Video Databases VII San Jose","2","278"
"SSantini;RJain"," Emergent Semantics through Interaction in Image Databases"," IEEE Trans Knowledge and Data Engineering","2","279"
"RameshJain;TerryEWeymouth","An Extended Object-Oriented Data Model for Large Image Bases ","SSD Symposium Large Spatial Databases","2","280"
"RameshJain;SimoneSantini","In Search of Information in Visual Media ","Commun ACM","2","281"
"RameshJain;TerryEWeymouth","Semantic Queries in Image Databases ","VDB Visual Database Systems","2","282"
"RameshJain;TerryEWeymouth","Semantic Queries with Pictures: The VIMSYS Model ","VLDB Very Large Data Bases","2","283"
"RameshJain;ShailendraKBhonsle;SimoneSantini","Semiorder Database for Complex Activity Recognition in Multi-Sensory Environments ","ICDE International Conference Data Engineering","2","284"
"RameshJain;SimoneSantini","A User Interface for Emergent Sementics in Image Databases ","DS Discovery Science","2","285"
"AKatkere;JSchlenzig;RJain","Interactive video on WWW: beyond VCR-like interfaces"," Computer Networks and ISDN Systems","2","286"
"PatrickHKelly;RameshJain","Visual Computing Meets Data Modeling: Defining Objects in Multicamera Video Databases ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","2","287"
"PADeAlarcon;APascual-Montano;JMCarazo","Modeling Shape and Topology of D Images of Biological Specimens"," Proc Int Conf Image Proc And Pattern Recog ICPR International Conference Pattern Recognition","2","288"
"SSantini"," A Wavelet Data Model for Image Databases"," IEEE Intl Conf Multimedia and Expo Tokyo","2","289"
"BertramLud&auml;scher;MaryannEMartone","BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems ","SIGMOD International Conference Management of Data Conference","2","290"
"PAdeAlarcón;JMCarazo"," A Framework for Querying a Database for Structural Information on D Images of Macromolecules: A Web-Based Query-by-Content Prototype on the BioImage Macromolecular Server"," Journal of Structural Biology","2","291"
"SSantini","An Extensible Feature Management Engine for Image Retrieval"," Proc SPIE The International Society for Optical Engineering Storage and Retrieval for Media Databases","2","292"
"BertramLud&auml;scher;IlkayAltintas","Compiling Abstract Scientific Workflows into Web Service Workflows ","SSDBM Statistical and Scientific Database Management","2","293"
"IAltintas;SBhagwanani;DButtler;SChandra;MColeman;TCritchlow;WHan;LLiu;BLudäscher;RMoore;CPu;AShoshani;MVouk"," A Modeling and Execution Environment for Distributed Scientific Workflows"," Int Conf Statistical and Scientific Data Management SSDBM Statistical and Scientific Database Management","2","294"
"SimoneSantini;TianqiuWang","An Interpolated Volume Data Model ","VLDB Very Large Data Bases","2","295"
"JRBach;CFuller;AHampapur","The Virage Image Search Engine: an open framework for image management"," Proc Storage and Retrieval for Still Image and Video Databases IV San Jose Computer Animation","2","296"
"SSantini"," Principles of Schema Design in Multimedia Databases"," IEEE Trans Multimedia Systems","2","297"
"CBaru;BLudäscher;RMarciano;YPapakonstantinou;PVelikhov;VChu","XML-Based Information Mediation for Digital Libraries"," Proc Digital Libraries","2","298"
"SSantini;RJain","User Interfaces for Emergent Semantics in Image Databases,'' In Proceedings of the th IFIP Working Conference on Database Semantics DS- Rotorua New Zealand , January - ","","2","299"
"CBaru;BLudäscher;RMarciano;Yapakonstantinou;PVelikhov;VChu"," XML-Based Information Mediation with MIX"," Proc of the ACM SIGMOD International Conference Management of Data","2","300"
"SimoneSantini","Toward feature Algebras in Visual Databases: The Case for a Histogram Algebra ","VDB Visual Database Systems","2","301"
"ChaitanyaKBaru;IlyaZaslavsky;RichardMarciano","Integrating GIS and Imagery Through XML-Based Information Mediation ","Integrated Spatial Databases","2","302"
"ArieShoshani;BertramLud&auml;scher;CaltonPu;DavidButtler;IlkayAltintas;LingLiu;MatthewColeman;MladenAVouk;ReaganMoore;SandeepChandra;SangeetaBhagwanani;TerenceCritchlow;WeiHan;ZhengangCheng","A Modeling and Execution Environment for Distributed Scientific Workflows ","SSDBM Statistical and Scientific Database Management","2","303"
"SBhonsle;SSantini;MWorring;RJain","Complex Visual Activity Recognition Using a Temporally Ordered Database"," Proc Of the rd Int Conf Visual The Lecture Notes Computer Science Springer","2","304"
"SBhonsle;SSantini;RJain"," Semiorder Database for Complex Activity Recognition in Multi-sensory Environments"," Proc Of IEEE Int Conf Data Engineering San Diego demonstration paper","2","305"
"ArnoldWMSmeulders;MarcelWorring;RameshJain;SimoneSantini","Content-Based Image Retrieval at the End of the Early Years ","IEEE Transactions Pattern Analysis and Machine Intelligence","2","306"
"MohanMTrivedi;ShailendraKBhonsle","Database Architecture for Autonomous Transportation Agents for On-Scene Networked Incident Management ATON ","ICPR International Conference Pattern Recognition","2","307"
"TWang;SSantini"," An Interpolated Volume Data Model"," ACM Conf Very Large Databases VLDB Very Large Data Bases Demonstration","2","308"
"GBurns;KStephan;BLudäscher","Towards a Federated Neuroscientific Knowledge Management System Using Brain Atlases"," Computational Neuroscience Meeting CNS poster paper Brugge","2","309"
"MChagoyen;MEKurul;PADe-Alarcon;SSantini;BLudäscher;JMCarazo"," A Semantic Mediation Approach for Problems in Computational Molecular Biology"," IEEE Computer Society Bioinformatics Conference CSB","2","310"
"PAde-Alarcon;APascual-Montano;JMCarazo"," Modeling Shape and Topology of Low-resolution Density Maps of Biological Macromolecules"," Biophysical Journal","2","311"
"MHGoldbaum;VKouznetsova;IZaslavsky;DJNazafi","General Medical Image online Description Grammar"," poster American Association of Ophthalmologists","2","312"
"BLudäscher;MEMartone;ARajasekar;ERoss;XQian;SSantini;HHe;IZaslavsky"," BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems"," ACM Conf Management of Data SIGMOD International Conference Management of Data Demonstration page","2","313"
"SMoezzi;ATaylor;SChatterjee;RJain;MGoldbaum;SBurgess","Content-based retrieval of ophtalmological images","Proc International Conference Image Processing Lusanne","2","314"
"YYang;ABagchi;ARay"," Declarative Specification of Gene Regulatory Networks and Query Evaluation in PathSys,","Proc of Workshop Bioinformatics conjunction with Intl Conf Data Engineering ICDE International Conference Data Engineering","2","315"
"BChanda","A Hue Preserving Enhancement Scheme For A Class Of Colour Images"," Pattern Recognition Letters","2","316"
"BertramLud&auml;scher;MaryannEMartone","Knowledge-Based Integration of Neuroscience Data Sources ","SSDBM Statistical and Scientific Database Management","2","317"
"RJain","Visual information retrieval"," Communications of the ACM","2","318"
"BertramLud&auml;scher;IlyaZaslavsky;ShabbarTambawala","Query Evaluation and Presentation Planning within a Spatial Mediator: Extending XML-based Mediation to Heterogeneous Sources of GIS and Imagery Data Invited Address ","DEXA Database and Expert Systems Applications Workshop","2","319"
"","Visual Information Retrieval: a Virage Perspective"," Technical Report Virage Inc","2","320"
"BertramLud&auml;scher;MaryannEMartone","Model-Based Mediation with Domain Maps ","ICDE International Conference Data Engineering","2","321"
"BertramLud&auml;scher;MaryannEMartone","Model-Based Information Integration in a Neuroscience Mediator System ","VLDB Very Large Data Bases","2","322"
"BertramLud&auml;scher","Modeling Interactive Web Sources for Information Mediation ","ER International Conference Conceptual Modeling the Entity Relationship Approach Workshops","2","323"
"BertramLud&auml;scher;ChaitanyaKBaru;PavelVelikhov;RichardMarciano;VincentChu;YannisPapakonstantinou","XML-based Information Mediation for Digital Libraries ","ACM DL Digital Libraries","2","324"
"BertramLud&auml;scher;ChaitanyaKBaru;PavelVelikhov;RichardMarciano;VincentChu;YannisPapakonstantinou","XML-Based Information Mediation with MIX ","SIGMOD International Conference Management of Data Conference","2","325"
"BertramLud&auml;scher;MaryannEMartone;XufeiQian","Navigating Virtual Information Sources with Know-ME ","EDBT Extending Database Technology","2","326"
"TWang;SSantini"," An Interpolated Volume Model for Databases"," Int Conf Conceptual Modeling ER International Conference Conceptual Modeling the Entity Relationship Approach","2","327"
"BertramLud&auml;scher;MaryannEMartone","An Extensible Model-Based Mediatior System with Domain Maps ","ICDE International Conference Data Engineering Demo Sessions","2","328"
"MarcelWorring;RameshJain;ShailendraKBhonsle;SimoneSantini","Complex Visual Activity Recognition Using a Temporally Ordered Database ","VISUAL Visual Information and Information Systems","2","329"
"BertramLud&auml;scher;ReaganMoore","Ontology services for curriculum development in NSDL ","JCDL ACM IEEE Joint Conference Digital Libraries","2","330"
"IZaslavsky;BLudäscher;RMarciano","Accuracy Mediation in a Spatial Wrapper Mediator System"," st Geographic Information Science Conference Extended abstract","2","331"
"IZaslavsky;RMarciano","Combined Query and Transformation Planning in Spatial Mediators"," Spatial Data Handling","2","332"
"IZaslavsky;RMarciano;CBaru"," XML-based Spatial Data Mediation Infrastructure for Global Interoperability"," th Global Spatial Data Infrastructure Conference Cape Town South Africa","2","333"
"SZhang;XQian;MEMartone"," A Practical Approach for Microscopy Imaging Data Management MIDM in Neuroscience"," Int Conf Statistical and Scientific Data Management SSDBM Statistical and Scientific Database Management","2","334"
"ABagchi","Learning object models in visual semantic networks"," Proc International Conference Tools with Artificial Intelligence TAI Los Alamitos Computer Animation IEEE Comput Soc Press","2","335"
"SBhonsle;SSantini;RJain","An Event Management Architecture for Activity Recognition in a Multistream Video Database"," Proceedings of the Image Understanding Workshop Computer Animation","2","336"
"TEWeymouth;RJain","An extended object-oriented data model for large image bases"," Proc Advances Spatial Databases Symposium SSD Symposium Large Spatial Databases Zurich Edited by Gunther O Schek H J Springer Verlag","2","337"
"CBaru"," An Extensible Information Model for Shared Scientific Data Collections"," Future Generation Computer Systems","2","338"
"HHampapur;MGorkani;RJain","On Summarization of Video"," International Conference Image Processing IEEE Santa Barbara","2","339"
"SSantini;RJain","In Search of Information in Visual Media"," Communications of the ACM","2","340"
"RMarciano;IZaslavsky;CBaru"," Integrating GIS and Imagery through XML-Based Information Mediation"," Proc NSF International Workshop Integrated Spatial Databases Digital Images and GIS Workshop Advances Geographic Information Systems Lecture Notes Computer Science Springer Verlag","2","341"
"BLudäscher;RWMoore"," Ontology Services for Curriculum Development in NSDL"," ACM IEEE CS Joint Conference Digital Libraries JCDL ACM IEEE Joint Conference Digital Libraries","2","342"
"BertramLud&auml;scher;MaryannEMartone","Registering Scientific Information Sources for Semantic Mediation ","ER International Conference Conceptual Modeling the Entity Relationship Approach","2","343"
"BLudäscher;MEMartone"," Registering Scientific Information Sources for Semantic Mediation,"," st International Conference Conceptual Modeling ER International Conference Conceptual Modeling the Entity Relationship Approach Tampere","2","344"
"BertramLud&auml;scher;EdwardRoss;IlyaZaslavsky;JoshuaTran;MaryannEMartone;XufeiQian","A System for Managing Alternate Models in Model-Based Mediation ","BNCOD British National Conference Databases","2","345"
"TWeymouth;RJain","Semantic queries in image databases"," IFIP International Federation for Information Processing Transactions A Computer Science and Technology A","2","346"
"BertramLud&auml;scher;IlkayAltintas","Time to Leave the Trees: From Syntactic to Conceptual Querying of XML ","EDBT Extending Database Technology Workshops","2","347"
"BertramLud&auml;scher;GullyBurns;KlaasEStephan;RolfK&ouml;tter","Towards a federated neuroscientific knowledge management system using brain atlases ","Neurocomputing","2","348"
"BLudäscher;IAltintas"," Compiling Abstract Scientific Workflows into Web Service Workflows"," Int Conf Statistical and Scientific Data Management SSDBM Statistical and Scientific Database Management","2","349"
"BLudäscher;MEMartone"," Model-Based Mediation with Domain Maps"," th Intl Conference Data Engineering ICDE International Conference Data Engineering Heidelberg IEEE Computer Society","2","350"
"BLudäscher;MEMartone"," A Model Based Mediator System for Scientific Data Management ","Z Lacroix and T Critchlow eds Bioinformatics Managing Scientific Data Morgan Kaufmann Publishers","2","351"
"BLudäscher"," Modeling Interactive Web Sources for Information Mediation"," Proc WWWCM Conceptual Modeling for the World Wide Web","2","352"
"BLudäscher;MMartone"," A Mediator System for Model-based Information Integration"," Int Conf VLDB Very Large Data Bases Cairo","2","353"
"BLudäscher;IAltintas"," Time to Leave the Trees: From Syntactic to Conceptual Querying of XML"," Proc of Workshop XML Data Management XMLDM conjunction with Intl Conf Extending Database Technology EDBT Extending Database Technology","2","354"
"JeffreyDUllman;JenniferWidom;YehoshuaSagiv","Efficient and Complete Tests for Database Integrity Constraint Checking ","PPCP Principles and Practice of Constraint Programming","3","355"
"DallanQuass;VenkyHarinarayan","Aggregate-Query Processing in Data Warehousing Environments ","VLDB Very Large Data Bases","3","356"
"InderpalSinghMumick","What is the Data Warehousing Problem? Are Materialized Views the Answer? ","VLDB Very Large Data Bases","3","357"
"JeffreyFNaughton;PrasadDeshpande;RaghuRamakrishnan;RakeshAgrawal;SameetAgarwal;SunitaSarawagi","On the Computation of Multidimensional Aggregates ","VLDB Very Large Data Bases","3","358"
"JeffreyDUllman;JenniferWidom;YehoshuaSagiv","Validating Constraints with Partial Information: Research Overview ","DAISD Deductive Approach to Information Systems and Databases","3","359"
"HVJagadish;InderpalSinghMumick","Maintenance and Self Maintenance of Outer-Join Views ","NGITS Next Generation Information Technologies and Systems","3","360"
"DineshKatiyar;InderpalSinghMumick","Counting solutions to the View Maintenance Problem ","Workshop Deductive Databases JICSLP Joint International Conference and Symposium Logic Programming","3","361"
"JeffreyDUllman","Generalizing Conjunctive Query Containment for View Maintenance and Integrity Constraint Verification Abstract ","Workshop Deductive Databases JICSLP Joint International Conference and Symposium Logic Programming","3","362"
"InderpalSinghMumick;KennethARoss","Adapting Materialized Views after Redefinitions ","SIGMOD International Conference Management of Data Conference","3","363"
"InderpalSinghMumick;VSSubrahmanian","Maintaining Views Incrementally ","SIGMOD International Conference Management of Data Conference","3","364"
"","Junglee: Integrating Data of All Shapes and Sizes ","ICDE International Conference Data Engineering","3","365"
"RakeshAgrawal;SunitaSarawagi","Modeling Multidimensional Databases ","ICDE International Conference Data Engineering","3","366"
"AnandRajaraman;VenkyHarinarayan","Virtual Database Technology ","ICDE International Conference Data Engineering","3","367"
"VenkyHarinarayan","Optimization Using Tuple Subsumption ","ICDT International Conference Database Theory","3","368"
"LauraMHaas;YannisPapakonstantinou","Capabilities-Based Query Rewriting in Mediator Systems ","PDIS Conference Parallel and Distributed Information Systems","3","369"
"DallanQuass;InderpalSinghMumick;JenniferWidom","Making Views Self-Maintainable for Data Warehousing ","PDIS Conference Parallel and Distributed Information Systems","3","370"
