"Coauthor","Paper","Journal","AuthorID","PaperID"
"CMTOPHAM;JCSMITH","Potential Energy Functions in Drug Design - Lexitropsin DNA Minor Groove Binders","Journal Chimie Physique","16","173"
"CMTOPHAM;JCSMITH","The Influence of Helix Morphology on Cooperative Polyamide Backbone Conformational Flexibility in Peptide Nucleic Acid Complexes","Journal of Molecular Biology","16","174"
"ALTOURNIER;JXU;JCSMITH","Solvent Caging of Internal Motions in Myoglobin at Low Temperatures","PhysChemComm","16","175"
"NFOLOPPE;MFERRAND;JBRETON;JCSMITH","Structural Model for the Photosynthetic Reaction Center of Rhodobacter capsulatus Proteins: Structure, Function and Genetics - ","","16","176"
"ATOURNIER;SSCHWARZL;DHUANG;SFISCHER;JCSMITH","Time-resolved computational protein biochemistry: solvent effects on interactions, conformational transitions and equilibrium fluctuations","Faraday Discussions","16","177"
"SFUROIS-CORBIN;JCSMITH;RLAVERY","Low-frequency Vibrations in a -Helices: Helicoidal Analysis of Polyalanine and Deoxymyoglobin Molecular Dynamics Trajectories","Biopolymers","16","178"
"ATOURNIER;JXU;JCSMITH","Translational hydration water dynamics drives the protein glass transition","Biophysical Journal","16","179"
"SFUROIS-CORBIN;JCSMITH;GRKNELLER","Picosecond Time-scale Rigid-Body Helix and Side-Chain Motions in Myoglobin","Proteins Structure Function and Genetics","16","180"
"ACVAIANA;HNEUWEILER;ASCHULZ;JWOLFRUM;MSAUER;JCSMITH","Fluorescence Quenching of Dyes by Tryptophan: Interactions at Atomic Detail from Combination of Experiment and Computer Simulation","Journal of the American Chemical Society Press","16","181"
"SFUROIS-CORBIN;GRKNELLER;JCSMITH","Protein Simulations using Supercomputers","Jornades Supercomputaci a Catalunya CATSUPERCOMP Ed Fundaci Catalana per a Recerca","16","182"
"ACVAIANA;ASCHULZ;JWOLFRUM;MSAUER;JCSMITH","Molecular Mechanics Force Field Parameterization of the Fluorescent Probe Rhodamine G using Automated Frequency Matching","Journal of Computational Chemistry","16","183"
"TGAREL;JCNIEL;HORLAND;JCSMITH;BVELIKSON","Comparison of a New Monte Carlo Peptide Conformational Search Procedure with High Temperature Molecular Dynamics","Journal Chimie Physique","16","184"
"JGAREN;MJFIELD;GRKNELLER;MKARPLUS;JCSMITH","Torsional Dynamics of Methyl and Ammonium Groups in Crystalline L-Alanine","Journal Chimie Physique","16","185"
"DanielGenest;St&eacute;phanieH&eacute;ry","Fluctuation and Correlation in Crystalline Lysozyme ","Journal of Chemical Information and Computer Sciences","16","186"
"ADGRUIA;SFISCHER;JCSMITH","Computer Simulation of Protein Unfolding","Proceedings of High Performance Computing Science and Engineering Eds E Krause and W J ger Springer Verlag","16","187"
"ADGRUIA;SFISCHER;JCSMITH","Molecular dynamics simulation reveals a surface salt bridge forming a kinetic trap in the unfolding of truncated Staphylococcal nuclease","Proteins Structure Function and Genetics","16","188"
"CGUILBERT;FRICARD;JCSMITH","Dynamic Simulation of the Mouse Prion Protein","Biopolymers","16","189"
"BVELIKSON;TGAREL;JCNIEL;HORLAND;JCSMITH","Conformational Distribution of Hepta-alanine: Analysis using a new Monte-Carlo Chain Growth method","Journal of Computational Chemistry","16","190"
"BVELIKSON;PCOHEN;MRHOLAM;JPROSE;B-CWANG&JCSMITH","Structural Modelling of the Pro-Ocytocin-Neurophysin Precursor","Protein Engineering","16","191"
"SZINN-JUSTIN;LPILLET;FDUCANCEL;ATHOMAS;JCSMITH;J-CBOULAIN;AMENEZ","Engineering of Protein Epitopes: A Single Deletion Generates Full Binding Capacity to a Previously Unrecognized Antibody","Protein Engineering","16","192"
"RLHAYWARD;HDMIDDENDORF;UWANDERLINGH;JCSMITH","Dynamics of Crystalline Acetanilide: Analysis Using Inelastic Neutron Scattering and Computer Simulation","Journal of Chemical Physics","16","193"
"JAHAYWARD;JLFINNEY;RDANIEL;JCSMITH","Molecular dynamics decomposition of temperature-dependent elastic neutron scattering by a protein solution","Biophysical Journal","16","194"
"JAHAYWARD;JLFINNEY;RDANIEL;JCSMITH","Use of computer simulation for understanding elastic neutron scattering from complex systems: a small protein in various solvents","Chemical Physics","16","195"
"JHAYWARD;JCSMITH","Temperature dependence of protein dynamics: computer simulation analysis of neutron scattering properties","Biophysical Journal","16","196"
"SHERY;MSOUAILLE;JCSMITH","Dynamics of Biomolecules: Simulation versus X-ray and Far-infrared Experiments","Biomolecular Structure and Dynamics Eds G Vergoten and T Theophanides Kluwer","16","197"
"SHERY;DGENEST;JCSMITH","Dynamics of Proteins: Correlation and Diffusion","Physica B","16","198"
"SHERY;DGENEST;JCSMITH","Fluctuation and Correlation in Crystalline Lysozyme","Journal of Chemical Information and Computer Sciences","16","199"
"SHERY;DGENEST;JCSMITH","X-ray Diffuse Scattering and Rigid-Body Motion in Crystalline Lysozyme Probed by Molecular Dynamics Simulation","Journal of Molecular Biology","16","200"
"DanzhiHuang;SonjaMSchwarzl;StefanFischer","How well does charge reparametrisation account for solvent screening in molecular mechanics calculations? The example of myosin ","Silico Biology","16","201"
"THUYNH;GMUSAT;J-MNEUMANN;JCSMITH;ASANSON","Molecular dynamics simulations of the Isolated Domain I of annexin I","Theoretical Chemistry Accounts","16","202"
"THUYNH;JCSMITH;ASANSON","Protein Unfolding Transitions in an Intrinsically Unstable Annexin Domain: Molecular Dynamics Simulation and Comparison with Nuclear Magnetic Resonance Data","Biophysical Journal","16","203"
"JCSMITH;DDURAND;MJFIELD;SFUROIS-CORBIN;GRKNELLER;BROUX","Structure, Dynamics and Function of Hydrogen-Bonded Networks in Proteins and Related Systems","Hydrogen Bonded Networks Eds J Dore and M C Belissent Funel Kluwer","16","204"
"MKATAOKA;MFERRAND;AVGOUPIL-LAMY;HKAMIKUBO;JYUNOKI;TOKA;JCSMITH","Dynamical and structural modifications of staphylococcal nuclease on C-terminal truncation","Physica B","16","205"
"MKATAOKA;HKAMIKUBO;HNAKAGAWA;SFPARKER;JCSMITH","Neutron Inelastic Scattering as a High-Resolution Vibrational Spectroscopy: New Tool for the Study of Protein Dynamics","Spectroscopy","16","206"
"MLKLEIN;MMARCHI;JCSMITH","Potential Energy Functions in Molecular Simulation","Journal Chimie Physique","16","207"
"GRKNELLER;JCSMITH","Liquid-like Side-chain Dynamics in Myoglobin","Journal of Molecular Biology","16","208"
"GRKNELLER;WDOSTER;MSETTLES;SCUSACK;JCSMITH","Methyl Group Dynamics in the Crystalline Alanine Dipeptide: A Combined Computer Simulation and Inelastic Neutron Scattering Analysis","Journal of Chemical Physics","16","209"
"ALAMY;JCSMITH","Denaturation of Truncated Staphylococcal Nuclease in Molecular Dynamics Simulation at K","Journal of the American Chemical Society","16","210"
"ALAMY;JCSMITH;JYUNOKI;SFPARKER;MKATAOKA","High-Resolution Vibrational Inelastic Neutron Scattering: A New Spectroscopic Tool for Globular Proteins","Journal of the American Chemical Society","16","211"
"ALAMY;MSOUAILLE;JCSMITH","Simulation Evidence for Experimentally-Detectable Low-Temperature Vibrational Inhomogeneity in a Globular Protein","Biopolymers","16","212"
"ADMACKERELL;DBASHFORD;MBELLOTT;RLDUNBRACK;JEVENSECK;MJFIELD;SFISCHER;JGAO;HGUO;SHA;DJOSEPH;LKUCHNI;KKUCZERA;FTKLAU;CMATTOS;SMICHNICK;TNGO;DTNGUYEN;BPRODHOM;IWEREIHER;BROUX;MSCHLENKRICH;JCSMITH;RSTOTE;JSTRAUB;MWATANABE;JWIORKIEWICZ-KUCZERA;DYIN;MKARPLUS;","All-atom Empirical Potential for Molecular Modeling and Dynamics Studies of Proteins","Journal of Physical Chemistry B","16","213"
"PMANIVET;BSCHNEIDER;JCSMITH;D-SCHOI;LMAROTEAUX;OKELLERMANN;J-MLAUNAY","The serotonin binding site of human and murine -HT[ B] receptors: molecular modelling and site-directed mutagenesis","Journal of Biological Chemistry","16","214"
"FMERZEL;JCSMITH","Calculation of small angle scattering intensities from molecular dynamics simulation","Cellular and Molecular Biology Letters","16","215"
"FMERZEL;JCSMITHSASSIM:A","method for calculating small-angle X-ray and neutron scattering and the associated molecular envelope from explicit-atom models of solvated proteins","Acta Crystallographica Section D","16","216"
"FMERZEL;JCSMITH","Is the first hydration shell of lyzozyme of higher density than bulk water? Proceedings of the National Academy of Sciences U","S A","16","217"
"AMICU;DDURAND;MQUILICHINI;MJFIELD;JCSMITH","Collective Vibrations in Crystalline L-alanine","Journal of Physical Chemistry","16","218"
"AMICU;JCSMITH","SERENA: A Program for Calculating X-ray Diffuse Scattering from Molecular Dynamics Trajectories","Computer Physics Communications","16","219"
"DMIHAILESCU;JCSMITH","Computer simulation of energy-transducing proteins and peptide:membrane interactions","ACS proceedings Press","16","220"
"DMIHAILESCU;JREED;JCSMITH","Convergence in peptide folding simulation: multiple trajectories of a potential AIDS pharmacophore","Biopolymers","16","221"
"DMIHAILESCU;JCSMITH","Molecular Dynamics Simulation of the Cyclic Decapeptide Antibiotic, Gramicidin S, in Dimethyl Sulfoxide Solution","Journal of Physical Chemistry B","16","222"
"SonjaMSchwarzl;StefanFischer;ThomasBTschopp","Can the calculation of ligand binding free energies be improved with continuum solvent electrostatics and an ideal-gas entropy correction? ","Journal of Computational Chemistry","16","223"
"SMSCHWARZL;TTSCHOPP;JCSMITH;SFISCHER","Can the calculation of ligand binding free energies be improved with continuum solvent electrostatics and an ideal-gas entropy correction? Journal of Computational Chemistry - ","","16","224"
"SMSCHWARZL;DHUANG;JCSMITH;SFISCHER","How well does charge reparametrisation account for solvent screening in molecular mechanics calculations? The example of myosin","Silico Biology","16","225"
"CSIMON;MAALOUACH;JCSMITH","Modelling and Simulation of Light-Activated Membrane Proteins: Dynamical Transitions in Bacteriorhodopsin","Faraday Discussions","16","226"
"JCSMITH;GRKNELLER","Combination of Neutron Scattering and Molecular Dynamics for the Determination of Internal Motions in Bio-molecules","Molecular Simulation","16","227"
"JCSMITH;AMICU;NFOLOPPE","Computer Simulations of Bio-molecular Systems: Principles and Practice","Current Topics Biophysics Ed P Frangopol Iasi University Press","16","228"
"JCSMITH;ZCOURNIA;ATALY;ALTOURNIER;DMIHAILESCU;GMULLMANN","Conformational Transitions in Proteins and Membranes","Proc NATO ASI Workshop Novel Approaches Structure and Dynamics of Liquids Rhodes Ed Samios Press","16","229"
"JCSMITH;SCUSACK;PLPOOLE;JLFINNEY","Direct Measurement of Hydration-related Dynamic Changes in Lysozyme using Inelastic Neutron Scattering Spectroscopy","Journal of Biomolecular Structure and Dynamics","16","230"
"JCSMITH;JBAUDRY;SHERY;ALAMY;AMICU;MSOUAILLE","Harmonic and Anharmonic Dynamics in Proteins and Molecular Crystals","Nonlinear Physics Theory and Experiment Eds M Alfini M Boiti L Martina F Pempinelli World Scientific","16","231"
"JCSMITH;MKARPLUS","Empirical Force Field Study of Geometries and Conformational Transitions in some Organic Molecules","Journal of the American Chemical Society","16","232"
"DMIHAILESCU;JCSMITH;JREED","Solution structure of a putative HIV immunogenic peptide: computer simulation of the principal CD binding domain of gp ","Journal of Medicinal Chemistry","16","233"
"DMIHAILESCU;JCSMITH","Atomic-Detail Peptide:Membrane Inter-actions: Molecular Dynamics Simulation of Gramicidin S in a DMPC Bilayer","Biophysical Journal","16","234"
"KDMOELLER;GPWILLIAMS;CHIRSHMUGL;SSTEINHAUSER;JCSMITH","Hydration-dependent Far-Infrared Absorption in Lysozyme Detected using Synchrotron Radiation","Biophysical Journal","16","235"
"N-DMORELON;GRKNELLER;MFERRAND;AGRAND;JCSMITH;MBEE","Dynamics of an alkane chain included in an organic matrix: Molecular dynamics simulation and comparison with neutron experiment","Journal of Chemical Physics","16","236"
"GMUSAT;JCSMITH;J-MNEUMANN;ASANSON","Structure of human annexin I: Comparison of homology modelling with crystallographic experiment","Biochimie","16","237"
"FNARDI;WDOSTER;BTIDOR;MKARPLUS;SCUSACK;JCSMITH","Dynamics of tRNA: Experimental Neutron Spectra Compared with a Normal Mode Analysis","Journal of Chemistry","16","238"
"HNEUWEILER;ASCHULZ;ACVAIANA;JCSMITH;SKAUL;JWOLFRUM;MSAUER","Detection of Individual p -Autoantibodies Using Quenched Peptide-Based Molecular Probes","Angewandte Chemie Intl Ed","16","239"
"MNINA;JCSMITH;BROUX","Ab Initio Quantum Chemical Analysis of Retinal Schiff Base Hydration in Bacteriorhodopsin","Journal of Molecular Structure THEOCHEM","16","240"
"MNINA;BROUX;JCSMITH","Functional Interactions in Bacterio-rhodopsin: A Theoretical Analysis of Retinal Hydrogen Bonding with Water","Biophysical Journal","16","241"
"MNINA;BROUX;JCSMITH","Ground State Potential Surface Calculations for Butadiene and Retinal","Structures and Functions of Retinal Proteins Ed J L Rigaud INSERM John Libbey Eurotext Ltd","16","242"
"JCSMITH;ALAMY;MKATAOKA;JYUNOKI;A-JPETRESCU;VRECEVEUR;PCALMETTES;DDURAND","Motions in Native and Denatured Proteins","Physica B Condensed Matter","16","243"
"BarrettOComiskey","Modulation and Information Hiding in Images ","Information Hiding","17","244"
"ChrisDodge","Developments in Steganography ","Information Hiding","17","245"
"DavidAllport;JosephAParadiso;NeilGershenfeld;ThomasGZimmerman","Applying Electric Field Sensing to Human-Computer Interfaces ","CHI Conference Human Factors Computing Systems","17","246"
"","Designing Biomorphs with an Interactive Genetic Algorithm ","ICGA International Computer Games Association","17","247"
"","Field Mice: Extracting Hand Geometry from Electric Field Measurements ","IBM Systems Journal","17","248"
"KennethBaclawski;KevinMPassino;MieczyslawMKokar","Mapping an Application to a Control Architecture: Specification of the Problem ","IWSAS International Workshop Self Adaptive Software","18","249"
"JerzyLetkowski;KennethBaclawski;MieczyslawMKokar","Consistency Checking of RM-ODP Specifications ","WOODPECKER Workshop Open Distribute Processing Computation Knowledge Engineering and Realisation","18","250"
"JerzyLetkowski;KennethBaclawski;LewisHart;MieczyslawKKokar;PatEmery;PaulAKogut","Extending the Unified Modeling Language for ontology development ","Software and System Modeling","18","251"
"KennethBaclawski;MieczyslawKKokar","Formal Verification of UML Diagrams: A First Step Towards Code Generation ","pUML","18","252"
"JerzyLetkowski;KennethBaclawski;LewisHart;MichaelLAronson;MieczyslawMKokar;PaulAKogut;WilliamSHolmesIII","Extending UML to Support Ontology Engineering for the Semantic Web ","UML The Unified Modeling Language","18","253"
"RaffaellaSettimi","On the Geometry of Bayesian Graphical Models with Hidden Variables ","UAI Uncertainty Artificial Intelligence","19","254"
"ASGargoum;RaffaellaSettimi","Approximate Learning in Complex Dynamic Bayesian Networks ","UAI Uncertainty Artificial Intelligence","19","255"
"RobertoOPuch","FINDS: A Training Package to Assess Forensic Fibre Evidence ","MICAI","19","256"
"KNadiaPapamichail","Fast Bayes and the Dynamic Junction Forest ","Artif Intell","19","257"
"","Retrospective: A Study of Branch Prediction Strategies "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","258"
"","A Study of Branch Prediction Strategies ","ISCA International Symposium Computer Architecture","1","259"
"NormanPJouppi;SubbaraoPalacharla","Complexity-Effective Superscalar Processors ","ISCA International Symposium Computer Architecture","1","260"
"RastislavBod&iacute;k;SSubramanyaSastry","Rapid profiling via stratified sampling ","ISCA International Symposium Computer Architecture","1","261"
"Ho-SeopKim","An Instruction Set and Microarchitecture for Instruction Level Distributed Processing ","ISCA International Symposium Computer Architecture","1","262"
"RCanal;AGonzalez;;JESmith","Very Low Power Pipelines using Significance Compression"," rd Int Symp Microarchitecture","1","263"
"StevenRKunkel","Pipelined Register-Storage Architectures ","ICPP International Conference Parallel Processing","1","264"
"StevenRKunkel","Optimal Pipelining in Supercomputers ","ISCA International Symposium Computer Architecture","1","265"
"PaklinLam","A Theory of Totally Self-Checking System Design ","IEEE Trans Computers","1","266"
"CorinnaGLee","A Study of Partitioned Vector Register Files ","Supercomputing","1","267"
"GernotMetze","Strongly Fault Secure Logic Networks ","IEEE Trans Computers","1","268"
"SNussbaum;JESmith","Modeling Superscalar Processors via Statistical Simulation","PACT Parallel Computing Technologies International Conference Parallel Architectures and Compilation Techniques Barcelona","1","269"
"StamatisVassiliadis;YiannakisSazeides","The Performance Potential of Data Dependence Speculation &amp; Collapsing ","MICRO International Symposium Microarchitecture","1","270"
"SebastienNussbaum","Statistical Simulation of Symmetric Multiprocessor Systems ","Annual Simulation Symposium","1","271"
"ShlomoWeiss","Instruction Issue Logic for Pipelined Supercomputers ","ISCA International Symposium Computer Architecture","1","272"
"SubbaraoPalacharla;NormanPJouppi;JESmith","Complexity-Effective Superscalar Processors"," th Int Symp Computer Architecture","1","273"
"ShlomoWeiss","Instruction Issue Logic in Pipelined Supercomputers ","IEEE Trans Computers","1","274"
"ShlomoWeiss","PowerPC and Alpha : A Tale of Two RISCs ","IEEE Computer","1","275"
"ShlomoWeiss","A Study of Scalar Compilation Techniques for Pipelined Supercomputers ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","276"
"ShlomoWeiss","A study of scalar compilation techniques for pipelined supercomputers ","ACM Trans Math Softw","1","277"
"JCantin;MLipasti;JESmith","Dynamic Verification of Cache Coherence Protocols","Workshop Memory Performance issues Gothenburg","1","278"
"JasonFCantin;MikkoHLipasti","The complexity of verifying memory coherence ","SPAA ACM Symposium Parallel Algorithms and Architectures","1","279"
"ADhodapkar;JESmith","Dynamic Microarchitecture Adaptation via Co-Designed Virtual Machines"," International Solid State Circuits Conference","1","280"
"AshutoshDhodapkar","Managing Multi-Configuration Hardware via Dynamic Working Set Analysis ","ISCA International Symposium Computer Architecture","1","281"
"AshutoshSDhodapkar;GeorgeCai","Integrated Performance, Power, and Thermal Modeling ","Journal of Circuits Systems and Computers","1","282"
"ADhodapkar;JESmith","Saving and Restoring Implementation Contexts with co-Designed Virtual Machines","Workshop Complexity Effective Design Gothenburg","1","283"
"REspasa;MValero;JESmith","Vector Architectures, Past, Present, Future"," International Conference Supercomputing","1","284"
"RogerEspasa;MateoValero;JESmith","Out of Order Vector Architectures"," th Int Symp Microarchitecture","1","285"
"SubbaraoPalacharla","Decoupling integer execution in superscalar processors ","MICRO International Symposium Microarchitecture","1","286"
"GregFaanes;LeonidasIKontothanassis;MichaelLScott;RabinASugumar","Cache performance in vector supercomputers ","Supercomputing","1","287"
"NicholasYPang;ShlomoWeiss","A Simulation Study of Decoupled Architecture Computers ","IEEE Trans Computers","1","288"
"GregFaanes;RabinASugumar","Vector instruction set support for conditional operations ","ISCA International Symposium Computer Architecture","1","289"
"AndrewRPleszkun","Implementing Precise Interrupts in Pipelined Processors ","IEEE Trans Computers","1","290"
"AndrewRPleszkun","Implementation of Precise Interupts in Pipelined Processors "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","291"
"AndrewRPleszkun","Implementation of Precise Interrupts in Pipelined Processors ","ISCA International Symposium Computer Architecture","1","292"
"ERotenberg;JESmith","Control Independence in Trace Processors"," Int Symp Microarchitecture","1","293"
"EricRotenberg;QuinnJacobson","Path-Based Next Trace Prediction ","MICRO International Symposium Microarchitecture","1","294"
"EricRotenberg;ErikJacobsen","Assigning Confidence to Conditional Branch Predictions ","MICRO International Symposium Microarchitecture","1","295"
"EricRotenberg;QuinnJacobson;JamesESmith","A Study of Control Independence in Superscalar Processors","Proceedings of the th Annual International Symposium High Performance Computer Architecture","1","296"
"EricRotenberg;SteveBennett;JESmith","Trace Cache: A Low Latency Approach to High Bandwidth Instruction Fetching"," Annual International Symposium Microarchitecture","1","297"
"AntonioGonz&aacute;lez;Jos&eacute;Gonz&aacute;lez;JuanLArag&oacute;n","Dual path instruction processing ","ICS International Conference Supercomputing","1","298"
"AntonioGonz&aacute;lez;RamonCanal","Very low power pipelines using significance compression ","MICRO International Symposium Microarchitecture","1","299"
"JamesRGoodman","Instruction Cache Replacement Policies and Organizations ","IEEE Trans Computers","1","300"
"JamesRGoodman","A Study of Instruction Cache Organizations and Replacement Policies","ISCA International Symposium Computer Architecture","1","301"
"SridharGopal;TNVijaykumar;JESmith;GSSohi","Speculative Versioning Cache","Fourth Int Symp High Performance Computer Architecture","1","302"
"TimothyHeil;JESmith","Concurrent Garbage Collection using Hardware Assisted Profiling","International Symposium Memory Management","1","303"
"TimothyHHeil;ZakSmith","Improving Branch Predictors by Correlating on Data Values ","MICRO International Symposium Microarchitecture","1","304"
"TimothyHeil;JESmith","Relational Profiling: Enabling Thread-Level Parallelism in Virtual Machines"," rd Int Symp Microarchitecture","1","305"
"EricRotenberg;SteveBennett","A Trace Cache Microarchitecture and Evaluation ","IEEE Trans Computers","1","306"
"TimothyHeil;JESmith","Selective Dual Path Execution","ECE Tech Report","1","307"
"EricRotenberg;QuinnJacobson;YiannakisSazeides;;JESmith","Trace Processors"," th Int Symp Microarchitecture","1","308"
"CraigSHolt","Diagnosis of Systems with Asymmetric Invalidation ","IEEE Trans Computers","1","309"
"S&eacute;bastienNussbaum","Modeling Superscalar Processors via Statistical Simulation ","IEEE PACT Parallel Computing Technologies","1","310"
"","Characterizing Computer Performance with a Single Number ","Commun ACM","1","311"
"SSSastry;RBodik;JESmith","Characterizing Coarse-Grained Reuse of Computation"," rd ACM Workshop Feedback Directed and Dynamic Optimization","1","312"
"","Comments on ``Redundancy Testing in Combinational Networks'' ","IEEE Trans Computers","1","313"
"SSastry;SPalacharla;JESmith","Exploiting Idle Floating-Point Resources for Integer Execution"," ACM Conference Programming Language Design and Implementation","1","314"
"","Decoupled Access/Execute Computer Architectures "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","315"
"SSastry;RBodik;JESmith","Rapid Profiling via Stratified Sampling"," th Int Symposium Computer Architecture","1","316"
"","Detection of Faults in Programmable Logic Arrays ","IEEE Trans Computers","1","317"
"YiannakisSazeides","Limits of Data Value Predictability ","International Journal of Parallel Programming","1","318"
"","Dynamic Instruction Scheduling and the Astronautics ZS- ","IEEE Computer","1","319"
"YSazeides;JESmith","Modeling Program Predictability","Proceedings of the th International Symposium Computer Architecture","1","320"
"","Measures of the Effectiveness of Fault Signature Analysis ","IEEE Trans Computers","1","321"
"YiannakisSazeides;JESmith","The Predictability of Data Values"," th Int Symp Microarchitecture","1","322"
"","Universal System Diagnosis Algorithms ","IEEE Trans Computers","1","323"
"","On Necessary and Sufficient Conditions for Multiple Fault Undetectability ","IEEE Trans Computers","1","324"
"NikhilSharma;QuinnJacobson;SteveBennett","Control Flow Speculation in Multiscalar Processors ","HPCA International Symposium High Performance Computer Architecture","1","325"
"","On Separable Unordered Codes ","IEEE Trans Computers","1","326"
"CraigSHolt","Self-Diagnosis in Distributed Systems ","IEEE Trans Computers","1","327"
"ChristopherCHsiung;Wei-ChungHsu","Future general purpose supercomputer architectures ","Supercomputing","1","328"
"Wei-ChungHsu","Performance of Cached DRAM Organizations in Vector Supercomputers ","ISCA International Symposium Computer Architecture","1","329"
"Wei-ChungHsu","A Performance Study of Instruction Cache Prefetching Methods ","IEEE Trans Computers","1","330"
"Wei-ChungHsu","Prefetching in Supercomputer Instruction Caches ","Supercomputing","1","331"
"AlanHuang;AlanJaySmith;BenjaminWWah;DavidCDouglas;DougDeGroot;HaroldSStone;HarryFJordan;HowardJaySiegel;JRobertJamp;JackBDennis;JamesRGoodman;KennethEBatcher;LawrenceSnyder;RussTuck;SethAbraham;ThomasLCasavant;Tse-YunFeng;WilliamLBain;YaleNPatt","Report of the Purdue Workshop on Grand Challenges in Computer Architecture for the Support of High Performance Computing ","J Parallel Distrib Comput","1","332"
"ErikJacobsen;EricRotenberg;JESmith","Assigning Confidence to Conditional Branch Predictions"," th Annual International Symposium Microarchitecture","1","333"
"QJacobson;JESmith","Instruction Pre-Processing in Trace Processors","Fifth Int Symp High Performance Computer Architecture","1","334"
"JESmith;SSastry;THeil;TBezenek","Achieving High Performance via Co-Designed Virtual Machines","International Workshop Innovative Architecture Maui High Performance Computer Center","1","335"
"QuinnJacobson;EricRotenberg;JESmith","Path-Based Next Trace Prediction"," th Int Symp Microarchitecture","1","336"
"JamesESmith;GregFaanes;RabinSugumar","Vector Instruction Set Support for Conditional Operations","Proceedings of the th Annual International Symposium Computer Architecture","1","337"
"QuinnJacobson;JamesESmith","Trace Preconstruction","Proceedings of the th Annual International Symposium Computer Architecture","1","338"
"JESmith","Instruction Level Distributed Processing"," th International Conference High Performance Computing HiPC Bangalore","1","339"
"GurindarSSohi;JamesRGoodman","Restricted Fetch&amp;Phi operations for parallel processing ","ICS International Conference Supercomputing","1","340"
"GurindarSSohi;SridharGopal;TNVijaykumar","Speculative Versioning Cache ","HPCA International Symposium High Performance Computer Architecture","1","341"
"GurindarSSohi;SridharGopal;TNVijaykumar","Speculative Versioning Cache ","IEEE Trans Parallel Distrib Syst","1","342"
"SriramVajapeyam","Trace Processors: Moving to Fourth-Generation Microarchitectures ","IEEE Computer","1","343"
"MateoValero;RogerEspasa","Vector Architectures: Past, Present and Future ","International Conference Supercomputing","1","344"
"MateoValero;RogerEspasa","Out-of-Order Vector Architectures ","MICRO International Symposium Microarchitecture","1","345"
"BDVanderwarn;CMRozewski;DLFowler;GEDermer;JamesLaudon;KRScidmore;SDKlinger","The ZS- Central Processor ","ASPLOS Architectural Support for Programming Languages and Operating Systems","1","346"
"","Instruction Level Distributed Processing ","HiPC","1","347"
"","Instruction Level Distributed Processing: Adapting to Future Technology ","ISHPC High Performance Computing","1","348"
"","Instruction-Level Distributed Processing ","IEEE Computer","1","349"
"","On the Existence of Combinational Logic Circuits Exhibiting Multiple Redundancy ","IEEE Trans Computers","1","350"
"","Retrospective: Decoupled Access/Execute Architectures "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","351"
"","Retrospective: Implementing Precise Interrupts in Pipelined Processors "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","352"
"ColinPotts;KenjiOta;KenjiTakahashi;VinayKumar","Hypermedia Support for Collaboration in Requirements Analysis ","ICRE","20","353"
"KenjiTakahashi","Multimedia Architecture to Support Requirements Analysis ","IDMS Interactive Distributed Multimedia Systems and Telecommunication Services","20","354"
"ColinPotts;KOta;KenjiTakahashi","An evaluation of inquiry-based requirements analysis for an Internet service ","RE IEEE Int Conf Requirements Engineering","20","355"
"FengCao;KenjiTakahashi","An Architecture of Distributed Media Servers for Supporting Guaranteed QoS and Media Indexing ","ICMCS International Conference Multimedia Computing and Systems","20","356"
"EdmundKBurke;JonathanHirst;NatalioKrasnogor;RobertCarr;WilliamHart","Alignment Of Protein Structures With A Memetic Evolutionary Algorithm ","GECCO The Genetic and Evolutionary Computation Conference","21","357"
"EdmundKBurke","A Memetic Algorithm to Schedule Planned Maintenance for the National Grid ","ACM Journal of Experimental Algorithms","21","358"
"","On Appropriate Adaptation Levels for the Learning of Gene Linkage ","Genetic Programming and Evolvable Machines","21","359"
"GiovanniDeMicheli","Polynomial methods for component matching and verification ","ICCAD International Conference Computer Aided Design","22","360"
"GiovanniDeMicheli","Automated Composition of Hardware Components ","DAC Design Automation Conference","22","361"
"GiovanniDeMicheli","Polynomial Methods for Allocating Complex Components ","DATE Design Automation and Test Europe","22","362"
"","CELLBASE: a database management system for the control of cell line storage ","Computer Applications the Biosciences","23","363"
"DJThomas","Quantitative analysis of one-dimensional gel electrophoresis profiles ","Computer Applications the Biosciences","23","364"
"","OLIGOGET - a computerized database system for controlling oligonucleotide production ","Computer Applications the Biosciences","23","365"
"JonathanDHSmith;ABRomanowska","Distributive lattices","generalizations and related non associative algebras J Math","24","366"
"JonathanDHSmith;APilitowska;ABRomanowska","Affine spaces and algebras of subalgebras","Alg Univ","24","367"
"JonathanDHSmith;","Finite codes and groupoid words","Eur J Comb","24","368"
"JonathanDHSmith;","Finite distributive quasigroups","Math Proc Camb Phil Soc","24","369"
"JonathanDHSmith;","Finite equationally complete entropic quasigroups","Contributions to General Algebra eds H Kautschitsch W B M ller W N bauer Johannes Heyn Klagenfurt","24","370"
