"Coauthor","Paper","Journal","AuthorID","PaperID"
"KazuyukiTanaka;TohruMorita","Asymptotic Forms of Some Block Toeplitz Determinants ","Progress of Thoeretical Physics","4","193"
"KazuyukiTanaka;YositakeTakane;HiromichiEbisawa;TohruMorita","Three-dimensional $t$-$J$ model and cluster variation method Physica B, - - "," Proceedings of XX International Conference Low Temperature Physics University","4","194"
"NaokiShioji","Fixed Point Theory in Weak Second-Order Arithmetic ","Ann Pure Appl Logic","4","195"
"StephenGSimpson;TakeshiYamazaki","Some conservation results on week K&ouml;nig's lemma ","Ann Pure Appl Logic","4","196"
"KazuyukiTanaka;TsuyoshiHoriguchi;TohruMorita","Coherent-Anomaly Analysis with Cluster Variation Method for Spin-Pair Correlation Function of Ising Model ","Journal of The Physical Society of","4","197"
"KazuyukiTanaka;TsuyoshiHoriguchi;TohruMorita","Coherent-Anomaly Analysis with Cluster Variation Method for Two-dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions ","Progress of Theoretical Physics Supplement","4","198"
"KazuyukiTanaka;NorihiroHoshi;TsuyoshiHoriguchi","Color Image Compression Algorithm Using Self-Organizing Feature Map, Interdisciplinary","Information Sciences Postscript Compressed Postscript","4","199"
"KazuyukiTanaka;HiromichiEbisawa;TohruMorita","Cluster variation method for two-dimensional Hubbard and $t$-$J$ models Physica C, - , PT - "," Proceedings of conference Marerials Mechanisms of Superconductivity High Temperature Superconductors IV MMS HTSC IV","4","200"
"KazuyukiTanaka;TohruMorita","Cluster Variation Method and Image Restoration Problem ","Physics Letters A","4","201"
"KazuyukiTanaka;DaikiFurusato;TsuyoshiHoriguchi","Coupled Markov Random Field Models with Phases as Line Field and Region Field,","IEICE Transactions D II J D II Japanese translated Systems and Computers English","4","202"
"KazuyukiTanaka","Theoretical Study of Hyperparameter Estimation by Maximization of Marginal Likelihood in Image Restoration by means of Cluster Variation Method,","IEICE Transactions A J A Japanese translated Electronics and Communications Part Fundamental Electronic Science English","4","203"
"KazuyukiTanaka;TohruMorita","Correlated Random Field Ising Model and Image Restoration Problem,","edited by M Suzuki and N Kawashima World Scientific Publishing Coporation Press Proceedings of International Symposium Coferent Approaches to Fluctuations Kyoto","4","204"
"KazuyukiTanaka","Automatic Hyperparameter Estimation in Probabilistic Image Restoration Algorithm based on Gibbs Microcanonical Distribution ","IEICE Transactions D II J D II to be translated Systems and Computers","4","205"
"KazuyukiTanaka;TohruMorita;KazuoHiroike","Correlation Functions of a One-Dimensional Lattice Gas with Nearest-Neighbor and Next-Nearest-Neighbor Interactions ","Progress of Theoretical Physics","4","206"
"","Weak Axioms of Determinacy and Subsystems of Analysis II Sigma Games ","Ann Pure Appl Logic","4","207"
"TakeshiYamazaki","A Non-Standard Construction of Haar Measure and Weak K&ouml;nig's Lemma ","J Symb Log","4","208"
"","Non standard Analysis in WKLo ","Math Log Q","4","209"
"","The Self-Embedding Theorem of WKL and a Non-Standard Method ","Ann Pure Appl Logic","4","210"
"YasushiHonda;KazuyukiTanaka;TsuyoshiHoriguchi","Critical Behavior of a Frustrated Spin- Ising Model ","Physical Review B","4","211"
"TsuyoshiHoriguchi;KazuyukiTanaka;TohruMorita","Coherent-Anomaly Method for the Wave-Number Dependence of the Susceptibility ","Journal of The Physical Society of","4","212"
"TsuyoshiHoriguchi;KazuyukiTanaka;TohruMorita","Low-Temperature Behavior of Antiferromagnetic Ising Model on Triangular Lattice ","Journal of The Physical Society of","4","213"
"Jun-ichiInoue;KazuyukiTanaka","Dynamical properties of image restoration and hyper-parameter estimation, Neural Networks for Signal Processing XI"," Proceedings of the IEEE Signal Processing Society Workshop","4","214"
"Jun-ichiInoue;KazuyukiTanaka","Dynamics of the maximum likelihood hyper-parameter estimation in image restoration: Gradient descent versus expectation and maximization algorithm,","Physical Review E Article Postscript","4","215"
"Jun-ichiInoue;KazuyukiTanaka","Mean Field Theory of EM Algorithm for Bayesian Gray Scale Image Restoration,","Journal of Physics A Mathematical and General","4","216"
"TetsuroNishino;RobertBeals","Negation-Limited Circuit Complexity of Symmetric Functions","Information Processing Letters","5","217"
"TetsuroNishino","On the complexity of negation-limited Boolean networks ","STOC ACM Symposium Theory of Computing","5","218"
"TetsuroNishino","On the Complexity of Negation-Limited Boolean Networks Symposium on Theory of Computing, pages - , Montrü¾Ž–”¼al, Quü¾Ž–”¼bec, Canada, May ","","5","219"
"TetsuroNishino","On the Negation-Limited Circuit Complexity of Clique Functions","IEICE Transactions Information and Systems E D","5","220"
"TetsuroNishino","A Relationship Between the Number of Negations and the Circuit Size","IEICE Transactions Information and Systems E D","5","221"
"MasanoriOkada;MilanVlach","Minimizing Total Completion Time in a Flow Shop Under a -Idle Constraint","Symposium Operations Research Jena","5","222"
"TatsuakiOkamoto;ShigenoriUchiyama","Quantum Public-Key Cryptosystems","Advances Cryptology CRYPTO Lecture Notes Computer Science pages Santa Barbara","5","223"
"TatsuakiOkamoto;ShigenoriUchiyama","Quantum Public-Key Cryptosystems","ERATO Workshop Quantum Information Science Tokyo poster session refereed","5","224"
"KeijiOmura","Density Attack to the Knapsack Cryptosystems with Enumerative Source Encoding"," IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","5","225"
"ShaoChinSung","An exponential gap with the removal of one negation gate ","Inf Process Lett","5","226"
"Shao-ChinSung","Limiting Negations in Bounded-Depth Circuits - An Extension of Markov's Theorem"," ISAAC The th Annual International Symposium Algorithms and Computation Kyoto","5","227"
"Shao-ChinSung","Lower Bounds on Negation-Limited Inverters","DMTCS CATS The Discrete Mathematics and Theoretical Computer Science Conference and The th Australasian Theory Symposium pages Auckland New Zealand","5","228"
"Shao-ChinSung","An Exponential Gap with the Removal of One Negation Gate","Information Processing Letters","5","229"
"ShigenoriUchiyama;TatsuakiOkamoto","Quantum Public-Key Cryptosystems ","CRYPTO International Crytology Conference","5","230"
"MilanVlach","Single Machine Scheduling with Positional Due and Release Dates","International Symposium Mathematical Programming Lausanne","5","231"
"MilanVlach","Minimizing the Maximum Absolute Lateness and Range of Lateness under Generalized Due Dates on a Single Machine","Annals of Operations Research","5","232"
"MilanVlach","Minimizing the Range of Lateness on a Single Machine under Generalized Due Dates","Information Systems and Operational Research","5","233"
"MilanVlach","Improved Algorithms for Single Machine Scheduling with Fuzzy Due Dates","Proceedings of the Second International Symposium Operations Research and its Applications pages Guilin","5","234"
"MilanVlach","Single Machine Scheduling with Fuzzy Due Dates","Proceedings of the th International Fuzzy Systems Association World Congress volume pages Prague Czech","5","235"
"MilanVlach","Single Machine Scheduling with Generalized Due Dates","Symposium Combinatorial Optimization London","5","236"
"MilanVlach","Single Machine Scheduling with Positional Due Dates and Positional Release Times","International Conference Optimization and Optimal Control Lambrecht","5","237"
"MilanVlach","Single Machine Scheduling to Minimize the Maximum Lateness with Both Specific and Generalized Due Dates","IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences E A","5","238"
"MilanVlach","Single Machine Scheduling to Minimize the Maximum Lateness with Both Specific and Generalized Due Dates","Proceedings of the Second International Symposium Operations Research and its Applications pages Guilin","5","239"
"","Quantum Bit-Commitment for Small Storage Based on Quantum One-Way Permutations","New Generation Computing","5","240"
"RobertBeals;TetsuroNishino","More on the Complexity of Negation-Limited Circuits","Proceedings of the th Annual ACM Symposium Theory of Computing pages Las Vegas","5","241"
"RobertBeals;TetsuroNishino","Negation-Limited Circuit Complexity of Symmetric Functions ","Inf Process Lett","5","242"
"RobertBeals;TetsuroNishino","On the Complexity of Negation-Limited Boolean Networks","SIAM Society for Industrial and Applied Mathematics Journal Computing","5","243"
"Magnü¾˜–˜¼sMHalldü¾Œ¶˜¼rsson","Approximation and Special Cases of Common Subtrees and Editing Distance","Proceedings of the th International Symposium Algorithms and Computation Lecture Notes Computer Science pages Osaka","5","244"
"RyotaroHayashi;Tatsuaki","An RSA Family of Trap-door Permutations with a Common Domain and its Applications"," PKC The th International Workshop Practice and Theory Public Key Cryptography","5","245"
"ToshiyukiIsshiki","An Efficient Anonymous Group Identification Scheme with Human Memorizable Secret Keys"," WISICT The Winter International Symposium Information and Communication Technologies Cancun","5","246"
"ToshiyukiIsshiki","An Efficient Anonymous Group Identification Scheme with Short Secret Keys"," IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","5","247"
"Magn&uacute;sMHalld&oacute;rsson","Approximation and Special Cases of Common Subtrees and Editing Distance ","ISAAC International Symposium Algorithms and Computation","5","248"
"EHernanAguirre;KiyoshiTanaka;TatsuoSugimura","Accelerated Image Halftoning Technique Using Improved Genetic Algorithm"," IEICE Trans Fundamentals E A","6","249"
"EHernanAguirre;KiyoshiTanaka","Genetic algorithms on NK-landscapes: effec ts of selection, drift, mutation, and recombination"," Lecture Note Computer Science Springer","6","250"
"EHernanAguirre;KiyoshiTanaka;TatsuoSugimura;ShinjiroOshita","Halftone Image Generation with Improved Multiobjective Genetic Algorithm"," Lecture Note Computer Science Springer","6","251"
"EHernanAguirre;KiyoshiTanaka;TatsuoSugimura","Empirical Model with Coopera tive-Competitive Genetic Operators to Improve GAs: Performance Investigation with Multiple / Knapsack Problem"," IP SJ Journal","6","252"
"EHernanAguirre;KiyoshiTanaka;ShinjiroOshita","Performance Study of a Di stributed Genetic Algorithm with Parallel Cooperative-Competitive Genetic Operators"," IEICE Trans Fundamentals E A","6","253"
"EHernanAguirre;KiyoshiTanaka","Parallel Varying Mutation in Deterministic and Self-Adaptive Gas"," Lecture Note Computer Science Springer","6","254"
"EHernanAguirre;KiyoshiTanaka;TatsuoSugimura;ShinjiroOshita","Simultan eous Halftone Image Generation with Improved Multiobjective Genetic Algorithm"," IEICE Trans Fundamentals E A","6","255"
"Hern&aacute;nEAguirre;TatsuoSugimura","Cooperative Crossover and Mutation Operators in Genetic Algorithms ","GECCO The Genetic and Evolutionary Computation Conference","6","256"
"Hern&aacute;nEAguirre","Genetic Algorithms on NK-Landscapes: Effects of Selection, Drift, Mutation, and Recombination ","EvoWorkshops","6","257"
"Hern&aacute;nEAguirre;ShinjiroOshita;TatsuoSugimura","Halftone Image Generation with Improved Multiobjective Genetic Algorithm ","EMO Evolutionary Multi Criterion Optimization","6","258"
"Hern&aacute;nEAguirre","Parallel Varying Mutation in Deterministic and Self-adaptive GAs ","PPSN Parallel Problem Solving from Nature","6","259"
"KazuoIchikawa;KiichiroFukami;KojiHiroshima;ManabuIchikawa;ShojiKondo;ShokoTanabe","Web-Page Color Modification for Barrier-Free Color Vision with Genetic Algorithm ","GECCO The Genetic and Evolutionary Computation Conference","6","260"
"EKineoMatsui;KiyoshiTanaka","Video- Steganography: - How to Secretly Embe d a Signature in a Picture -"," Proc Technological Strategies for Protecting Intellectual Property the Networked Multimedia Environment","6","261"
"EmiMyodo;Hern&aacute;nEAguirre","Improved Image Halftoning Technique Using GAs with Concurrent Inter-block Evaluation ","GECCO The Genetic and Evolutionary Computation Conference","6","262"
"EShuichiTakano;KiyoshiTanaka;TatsuoSugimura","Data Hiding via Steganograph ic Image Transformation"," IEICE Trans Fundamentals E A","6","263"
"EShuichiTakano;KiyoshiTanaka;TatsuoSugimura","Data Hiding under Fractal Image Generation via Fourier Filtering Method"," IEICE Trans Information Systems E D","6","264"
"EYoshihiroTanigaki;KiyoshiTanaka;TatsuoSugimura;SojiKondo","Color Wat ermarking Based on Color Vision Model"," IEICE Trans J D II Japanese","6","265"
"ETomoyaUmemura;HernanAguirre;KiyoshiTanaka","Multi-level Image Halftoni ng Technique with Genetic Algorithms"," IEICE Trans Fundamentals E A","6","266"
"EKenjiYano;KiyoshiTanaka","Image Encryption Scheme based on a Truncated B aker Transformation"," IEICE Trans Fundamentals E A","6","267"
"HirokazuTaki;NorihiroAbe","Understanding of Mechanical Assembly Instruction Manual by Integrating Vision and Language Processing and Simulation ","ICRA International Conference Robotics and Automation","7","268"
"AkiraYokota;HirokazuTaki;NorihiroAbe;YasuhiroWatanabe;YoshimasuKinoshita","Surface Model Generation by the Relics from Slice Images, and the Approach to the Automatic Restoration ","ICHIM International Conference Hypermedia and Interactivity Museums","7","269"
"HirokazuTaki;NorihiroAbe","A System for Understanding a Mechanical Assembly Instruction Manual Using Virtual Space ","ISMIS International Syposium Methodologies for Intelligent Systems","7","270"
"AkiraYokota;HirokazuTaki;NorihiroAbe;YasuhiroWatanabe;YoshimasuKinoshita","Measurement of fragments with MRI and relic restoration using virtual reality technologies ","Systems and Computers","7","271"
"JiangYuZheng;NorihiroAbe;TetsuoOhtsuka","Multiple visual feature identification and integration for D recovery of rotating objects ","Systems and Computers","7","272"
"DavidNiemann;HuaOWang;JingLi","Dynamic parallel distributed compensation for Takagi-Sugeno fuzzy systems: An LMI approach ","Inf Sci","8","273"
"HidetsuguAbe;MasahiroSasaki;Shin-ichiSasaki;TohruYamasaki;YoshihiroKudo","A convenient notation system for organic structure on the basis of connectivity stack ","Journal of Chemical Information and Computer Sciences","8","274"
"KazunariKubota","Memory-Based Learner Model and its Application to a Game Coach ","ECAI European Conference Artificial Intelligence","8","275"
"","Advanced Fuzzy Control of a Trailer Type Mobile Robot - Stability Analysis and Model-Based Fuzzy Control ","ICTAI International Conference Tools with Artificial Intelligence","8","276"
"HuaOWang;TsuyoshiHori","A Dual Design Problem via Multiple Lyapunov Functions ","FUZZ IEEE","8","277"
"ScottEHudson","Providing visually rich resizable images for user interface components ","UIST User Interface Software and Technology","9","278"
"JeremyMHeiner;ScottEHudson","Linking and Messaging from Real Paper in the Paper PDA ","ACM Symposium User Interface Software and Technology","9","279"
"JeremyMHeiner;ScottEHudson","The Information Percolator: Ambient Information Display in a Decorative Object ","ACM Symposium User Interface Software and Technology","9","280"
