"Coauthor","Paper","Journal","AuthorID","PaperID"
"LarryRaab","Effects of Replication on Data Availability ","International Journal Computer Simulation","2","213"
"GregNFrederickson","The Complexity of Selection and Ranking in X+Y and Matrices with Sorted Columns ","J Comput Syst Sci","2","214"
"PanagiotisTakisMetaxas","Connected Components in O log^ / n Parallel Time for the CREW PRAM ","J Comput Syst Sci","2","215"
"LarryRaab","A Tight Upper Bound on the Benefits of Replica Control Protocols ","J Comput Syst Sci","2","216"
"","Finding All the Elementary Circuits of a Directed Graph ","SIAM Society for Industrial and Applied Mathematics J Comput","2","217"
"RefaelHassin","An O n log&# ; n Algorithm for Maximum Flow in Undirected Planar Networks ","SIAM Society for Industrial and Applied Mathematics J Comput","2","218"
"GregNFrederickson","Erratum: Generalized Selection and Ranking: Sorted Matrices ","SIAM Society for Industrial and Applied Mathematics J Comput","2","219"
"GregNFrederickson","Generalized Selection and Ranking: Sorted Matrices ","SIAM Society for Industrial and Applied Mathematics J Comput","2","220"
"TetsuoMizoguchi","Selecting the Kth element in X + Y and X_ + X_ + + X_m ","SIAM Society for Industrial and Applied Mathematics J Comput","2","221"
"LarryRaab","Complexity of Network Reliability and Optimal Resource Placement Problems ","SIAM Society for Industrial and Applied Mathematics J Comput","2","222"
"PanagiotisTakisMetaxas","Optimal Algorithms for the Single and Multiple Vertex Updating Problems of a Minimum Spanning Tree ","Algorithmica","2","223"
"MichaelGoldweber","Minimizing Access Costs in Replicated Distributed System Abstract ","PODC Symposium Principles of Distributed Computing","2","224"
"","Priority Queues with Update and Finding Minimum Spanning Trees ","Inf Process Lett","2","225"
"TeofiloFGonzalez","Sorting Numbers in Linear Expected Time and Optimal Extra Space ","Inf Process Lett","2","226"
"","A Note on Dijkstra's Shortest Path Algorithm ","J ACM","2","227"
"","Efficient Algorithms for Shortest Paths in Sparse Networks ","J ACM","2","228"
"","Parallel algorithms for minimum cuts and maximum flows in planar networks ","J ACM","2","229"
"JorjetaJetcheva","Adaptive demand-driven multicast routing in multi-hop wireless ad hoc networks ","MobiHoc","3","230"
"AdrianPerrig;Yih-ChunHu","Packet Leashes: A Defense against Wormhole Attacks in Wireless Networks ","INFOCOM The Conference Computer Communications","3","231"
"AndrewMyles;CharlesEPerkins","IMHP: A Mobile Host Protocol for the Internet ","Computer Networks and ISDN Systems","3","232"
"AndrewMyles;CharlesEPerkins","A Mobile Host Protocol Supporting Route Optimization and Authentication ","IEEE Journal Selected Areas Communications","3","233"
"CharlesEPerkins","Route Optimization for Mobile IP ","Cluster Computing","3","234"
"CharlesEPerkins","Editorial - Mobile Networking in the Internet ","MONET European Network of Excellence","3","235"
"JDTygar;SeanWSmith","Completely Asynchronous Optimistic Recovery with Minimal Rollbacks ","FTCS Symposium Fault Tolerant Computing","3","236"
"","Internet Support for Wireless and Mobile Networking ","PODC Symposium Principles of Distributed Computing","3","237"
"WillyZwaenepoel","Recovery in Distributed Systems Using Asynchronous Message Logging and Checkpointing ","PODC Symposium Principles of Distributed Computing","3","238"
"","Efficient Transparent Optimistic Rollback Recovery for Distributed Application Programs ","Symposium Reliable Distributed Systems","3","239"
"ChristopherRose","Editorial ","Wireless Networks","3","240"
"SantashilPalchaudhuri","Power Mode Scheduling for Ad Hoc Networks ","ICNP International Conference Network Protocols","3","241"
"Yih-ChunHu","Ensuring cache freshness in on-demand ad hoc network routing protocols ","POMC Workshop Principles of Computing","3","242"
"AdrianPerrig;Yih-ChunHu","SEAD: Secure Efficient Distance Vector Routing for Mobile Wireless Ad Hoc Networks ","WMCSA Workshop Computing Systems and Applications","3","243"
"AmitKumarSaha;JorjetaJetcheva;SantashilPalchaudhuri;Yih-ChunHu","Design and Evaluation of a Metropolitan Area Multitier Wireless Ad Hoc Network Architecture ","WMCSA Workshop Computing Systems and Applications","3","244"
"Yih-ChunHu","Caching strategies in on-demand routing protocols for wireless ad hoc networks ","MOBICOM Computing and Networking","3","245"
"CharlesEPerkins","Mobility Support in IPv ","MOBICOM Computing and Networking","3","246"
"DavidAMaltz;JorjetaJetcheva;JoshBroch;Yih-ChunHu","A Performance Comparison of Multi-Hop Wireless Ad Hoc Network Routing Protocols ","MOBICOM Computing and Networking","3","247"
"Yih-ChunHu","Implicit source routes for on-demand ad hoc network routing ","MobiHoc","3","248"
"ENElnozahy;WillyZwaenepoel","The Performance of Consistent Checkpointing ","Symposium Reliable Distributed Systems","3","249"
"SeanWSmith","Minimizing Timestamp Size for Completely Asynchronous Optimistic Recovery with Minimal Rollback ","Symposium Reliable Distributed Systems","3","250"
"WillyZwaenepoel","Recovery in Distributed Systems Using Optimistic Message Logging and Checkpointing ","J Algorithms","3","251"
"WillyZwaenepoel","The Peregrine High-performance RPC System ","Softw Pract Exper","3","252"
"ENElnozahy;LorenzoAlvisi;Yi-MinWang","A survey of rollback-recovery protocols in message-passing systems ","ACM Comput Surv","3","253"
"WillyZwaenepoel","Transparent Optimistic Rollback Recovery ","Operating Systems Review","3","254"
"","Scalable and Robust Internetwork Routing for Mobile Hosts ","ICDCS International Conference Distributed Computing Systems","3","255"
"","Ubiquitous Mobil Host Internetworking ","Workshop Workstation Operating Systems","3","256"
"DavidEJohnson;ElaineCohen","An improved method for haptic tracing of sculptured surfaces,","Symp Haptic Interfaces Proc ASME Dynamic Systems and Control Division DSC Computer Animation","4","257"
"DavidEJohnson;ThomasVThompsonII;MatthewKaplan;DonaldNelson;ElaineCohen","Painting Textures with a Haptic Interface,","Virtual Reality VR Virtual Reality","4","258"
"DavidJohnson;PeterWillemsen","Six Degree-of-Freedom Haptic Rendering of Complex Polygonal Models,","Proc Haptics Symposium","4","259"
"DavidJohnson;ElaineCohen","Spatialized Normal Cone Hierarchies,","Proc ACM Symposium Interactive D Graphics Research Triangle Park ICSC Symposium Neural Computation","4","260"
"AliNahvi;DonaldDNelson;JohnMHollerbach","Haptic Manipulation of Virtual Mechanisms from Mechanical CAD Designs ","ICRA International Conference Robotics and Automation","4","261"
"ANahvi;DDNelson;JMHollerbach;DEJohnson;","Haptic manipulation of virtual mechanisms from mechanical CAD designs;Belgium Leuven; May - ","Proc IEEE Intl Conf Robotics Automation","4","262"
"DDNelson;ECohen","Haptic Rendering of Surface-to-Surface Sculpted Model Interaction,","Proc th Annual Symp Haptic Interfaces for Virtual Environment and Teleoperator Systems Nashville ASME","4","263"
"DonaldDNelson;ElaineCohen;MatthewKaplan;ThomasVThompsonII","Painting Textures with a Haptic Interface ","VR Virtual Reality","4","264"
"PeterWillemsen","Six Degree-of-Freedom Haptic Rendering of Complex Polygonal Model ","HAPTICS","4","265"
"ElaineCohen","Bound Coherence for Minimum Distance Computations ","ICRA International Conference Robotics and Automation","4","266"
"ElaineCohen;ThomasVThompsonII","Direct Haptic Rendering of Sculptured Models ","SI D","4","267"
"ElaineCohen","A Framework for Efficient Minimum Distance Computations ","ICRA International Conference Robotics and Automation","4","268"
"ElaineCohen","Spatialized normal come hierarchies ","SI D","4","269"
"JMHollerbach;ECohen;WBThompson;RFreier;DEJohnson;ANahvi;DDNelson;TVThompsonII;SCJacobsen","Haptic interfacing for virtual prototyping of mechanical CAD designs,","ASME Design for Manufacturing Symposium Computer Animation","4","270"
"TVThompsonII;DEJohnson;ECohen","Direct haptic rendering of sculptured models,","Proc Symposium Interactive D Graphics","4","271"
"DavidEJohnson;ElaineCohen","Bound Coherence for Minimum Distance Computations,"," International Conference Robotics and Automation ICRA International Conference Robotics and Automation","4","272"
"DavidEJohnson;ElaineCohen;","A framework for efficient minimum distance computations;Belgium Leuven; May - ","Proc IEEE Intl Conf Robotics Automation","4","273"
"DavidEJohnson;ElaineCohen","Minimum Distance Queries For Polygonal and Parametric Models,","Technical Report UUCS University of Department of Computer Science","4","274"
"","Democracy and the Global Information Infrastructure ","GI Jahrestagung","5","275"
"Jean-Fran&ccedil;oisBlanchette","Cryptography, data retention, and the panopticon society abstract ","ACM Policy","5","276"
"KeithMiller","Anonymity, pseudonymity, or inescapable identity on the net abstract ","ACM Policy","5","277"
"KeithMiller","Ethical Issues for Computer Scientists and Engineers ","The Computer Science and Engineering Handbook","5","278"
"","Ethics Online: Shaping Social Behavior Online Takes More THan New Laws and Modified Edicts ","Commun ACM","5","279"
"JohnMMulvey","Accountability and Computer Decision Systems ","Commun ACM","5","280"
"DonaldGotterbarn;JudithPerolle;RonaldEAnderson","Using the New ACM Code of Ethics in Decision Making ","Commun ACM","5","281"
"JoshuaDGuttman","Three Applications of Formal Methods at MITRE ","FME Formal Methods Europe","6","282"
"JToddWittbold","Information Flow in Nondeterministic Systems ","IEEE Symposium Security and Privacy","6","283"
"FJavierThayer","Stating Security Requirements with Tolerable Sets ","ACM Trans Comput Syst","6","284"
"FJavierThayer","Security and the Composition of Machines ","CSFW IEEE Computer Security Foundations Workshop","6","285"
"FJavierThayer","Security Properties Consistent with the Testing Semantics for Communicating Processes ","CSFW IEEE Computer Security Foundations Workshop","6","286"
"LBenzinger","Layering Boundary Protections: An Experiment in Information Assurance ","ACSAC Annual Computer Security Applications Conference","6","287"
"","The Design of Post-Analysis in the Jets Japanese/English Machine Translation System ","FGCS Fifth Generation Computer Systems","7","288"
"FredDamerau;TongZhang","Text Chunking using Regularized Winnow ","ACL Meeting of the Association for Computational Linguistics","7","289"
"TGoetz;FOles;TZhang","The KitCat Text Categorization Toolkit ","IBM Technical Report","7","290"
"SLappin","A Critique of the Minimalist Program ","Linguistics and Philosophy","7","291"
"LMoss","Dynamic Interpretations of Constraint-based Formalisms ","Journal of Logic Language and Information","7","292"
"LMoss","Grammar Formalisms Viewed as Evolving Algebras ","Linguistics and Philosophy","7","293"
"LMoss","Evolving Algebras and Mathematical Models of Language ","L Polos and M Masuch eds Applied Logic How What and Why Kluwer","7","294"
"SLappin","Local Constraints vs Economy ","CSLI UP Computer Animation","7","295"
"LMosseds","Linguistics and Philosophy: Special Issue on the Mathematics of Language ","","7","296"
"AMeyers;LMoss","A Unification-based Parser for Relational Grammar ","Proceedings of the st Annual Meeting Association for Cmputational Linguistics","7","297"
"SLappin","Wh-questions: Unification in a Typed Feature Structure Grammar vs Feature Checking in the Minimalist Program ","Proceedings of the Twelfth Annual Conference of the Association for Theoretical Linguistics","7","298"
"LMoss","An Overview of Stratified Feature Grammar ","C Martin Vide ed Current Issues Mathematical Linguistics Elsevier","7","299"
"PPostal","Arc Pair Grammar ","UP","7","300"
"HWatanabe","Relational Grammar-based Generation in the JETS Japanese-English Machine Translation System ","Machine Translation","7","301"
"LMoss","Some Formal Properties of Stratified Feature Grammar ","Annals of Artificial Intelligence and Mathematics","7","302"
"LMoss","Stratified Feature Structures for Multistratal Relational Analyses ","J Cole G Green and J Morgan eds Linguistics and Computation CSLI Computer Animation","7","303"
"THampp","Text Categorization Toolkit ","U S Patent","7","304"
"","A Feature Structure Formalism for Relational Grammar ","Proceedings of the First International Conference Mathematical Linguistics Taragona","7","305"
"","Governed Rules in the GENIE English Generator ","Proceedings of the Natural Language Processing Workshop Information Society of","7","306"
"","Generation in JETS ","Proceedings of the Annual Meeting Natural Language Processing Information Processing Society of Kyoto","7","307"
"","GENIE: a Transportable English Generator ","Proceedings of the IBM Conference Natural Language Processing Thornwood","7","308"
"","Multimodal Natural Language Interface for Cross-Application Tasks ","U S Patent","7","309"
"","On the Linguistic Design of Post-Analysis in the JETS Japanese-English Machine Translation System ","Proceedings of the International Conference Fifth Generation Computer Systems Tokyo","7","310"
"","A Relational Grammar Approach to Machine Translation ","Proceedings of the Natural Language Processing Workshop Information Society of","7","311"
"","Technical Infrastructure ","Machine Translation Japanese Technology Evaluation Center Loyola IEEE Meta Data Conference NTIS Pub PB","7","312"
"","Toward a Theory of Relationally Based Grammar ","Publishing Inc","7","313"
"SLappin;RLevine","The Revolution Confused: A Reply to our Critics ","Natural Language and Linguistic Theory","7","314"
"SLappin;RLevine","The Revolution Maximally Confused ","Natural Language and Linguistic Theory press","7","315"
"SLappin;RLevine","The Structure of Unscientific Revolutions ","Natural Language and Linguistic Theory","7","316"
"AdamMeyers;LawrenceSMoss","A Unification-Based Parser for Relational Grammar ","ACL Meeting of the Association for Computational Linguistics","7","317"
"LawrenceSMoss","Dynamic Interpretations of Constraint-Based Grammar Formalisms ","Journal of Logic Language and Information","7","318"
"LawrenceSMoss","Some Formal Properties of Stratified Feature Grammars ","Annals of Mathematics and Artificial Intelligence","7","319"
"FrankJOles;ThiloGoetz;TongZhang","A decision-tree-based symbolic rule induction system for text categorization ","IBM Systems Journal","7","320"
"SWeiss;CApte;FDamerau;FOles;TGoetz;THampp","Boosting Text-Mining Performance ","IEEE Intelligent Systems","7","321"
"WZadrozny;MSzummer;SJarecki;LeoraMorgenstern","Natural Language Understanding with a Grammar of Constructions ","COLING Conference Computational Linguistics Tokyo","7","322"
"TZhang;FDamerau","Text Chunking Using Regularized Winnow ","Proceedings of the th Conference Association of Computational Linguistics","7","323"
"DHJohnson;RMGlantz","When does interval coding occur?","CNS","8","324"
"DHJohnson;WRay","Optimal stimulus coding by neural populations using rate codes "," to J Computational Neuroscience","8","325"
"DHJohnson;HRodriguez-Diaz","Optimizing physical layer data transmission for minimal signal distortion ","ICASSP","8","326"
"DHJohnson;SSinanovic","Symmetrizing the Kullback-Leibler Distance ","","8","327"
"DHJohnson","Basics of Information Processing ","","8","328"
"DHJohnson","Dialogue Concerning Neural Coding and Information Theory ","","8","329"
"DHJohnson","From Signal to Information Processing Presentation ","","8","330"
"DHJohnson","Four top reasons why mutual information does not assess neural information processing ","","8","331"
"DHJohnson","Limits of population coding ","CNS","8","332"
"DHJohnson","Information processing performance limits of neural populations ","Neural Coding Workshop","8","333"
"DHJohnson","Neural population structures and consequences for neural coding "," to J Computational Neuroscience","8","334"
"DHJohnson","Point process models of single-neuron discharges ","J Computational Neuroscience","8","335"
"DHJohnson","Optimal linear detectors for additive noise channels ","IEEE Trans Signal Processing","8","336"
"DHJohnson","Origins of the Equivalent Circuit Concept: The Current-Source Equivalent ","Proc IEEE","8","337"
"DHJohnson","Origins of the Equivalent Circuit Concept: The Voltage-Source Equivalent ","Proc IEEE","8","338"
"DHJohnson","Signal Encoding in the Firing Patterns of Auditory Neurons,","Invited talk IMA Journal of Applied Mathematics Workshop Audition","8","339"
"AGDabak;DHJohnson","Relations between Kullback-Leibler distance and Fisher information ","","8","340"
"OEKelly;DHJohnson;BDelgutte;;PCariani","Fractal noise strength in auditory-nerve fiber recordings ","J Acoust Soc Am","8","341"
"IGoodman;DHJohnson","New multivariate dependence measures and applications to neural ensembles ","Workshop Statistical Signal Processing","8","342"
"CharlotteMGruner","Comparison of optimal and suboptimal spike sorting algorithms to theoretical limits ","Neurocomputing","8","343"
"CCLeang;DHJohnson","On the asymptotics of M-hypothesis Bayesian detection ","IEEE Trans Info Th","8","344"
"CharlotteMGruner","Correlation and neural information coding fidelity and efficiency ","Neurocomputing","8","345"
"MALexa;DHJohnson","Information processing of linear block decoders ","","8","346"
"CMGruner;DHJohnson","Correlation; neural information coding fidelity ; efficiency ","Neurocomputing","8","347"
"AMLexa;DHJohnson","An information processing approach to distributed detection ","Workshop Statistical Signal Processing","8","348"
"CharlotteMGruner;RaymonMGlantz","Quantifying information transfer in spike generation ","Neurocomputing","8","349"
"DHJohnson;JDWise;","A different first course in electrical engineering ","Signal Processing Magazine","8","350"
"DHJohnson;CMGruner;;RMGlantz","Quantifying information transfer in spike generation ","Neurocomputing","8","351"
"DHJohnson;CMGruner;KBaggerly;;CSeshagiri","Information-theoretic analysis of neural coding ","J Computational Neuroscience","8","352"
"AMLexa;DHJohnson","A new look at the informational gain of soft decisions ","ICASSP","8","353"
"AMLexa;DHJohnson","Optimizing binary decision systems by manipulating transmission intervals ","","8","354"
"CSMiller;DHJohnson;JPSchroeter;LMyint;RMGlantz","Visual responses of crayfish ocular motoneurons: An information theoretical analysis ","J Computational Neuroscience","8","355"
"CSMiller;DHJohnson;JPSchroeter;LLMyint;;RMGlantz","Visual signal in an optomotor reflex: Systems ; information theoretic analysis ","J Computational Neuroscience","8","356"
"ClydeSMiller;JohnPSchroeter;LayLMyint;RaymonMGlantz","Visual Signals in an Optomotor Reflex: Systems and Information Theoretic Analysis ","Journal of Computational Neuroscience","8","357"
"CRozell;DHJohnson","Information processing during transient responses in the crayfish visual system ","","8","358"
"ChandranSeshagiri;CharlotteMGruner;KeithABaggerly","Information-Theoretic Analysis of Neural Coding ","Journal of Computational Neuroscience","8","359"
"SSinanovic;DHJohnson","Toward a theory of information processing ","International Symposium Information Theory","8","360"
"WWang;DHJohnson","Linear transforms of symbolic data ","IEEE Trans Signal Processing","8","361"
"LYue;DHJohnson","Optimal binaural processing based on point process models of preprocessed cues ","J Acoust Soc Am","8","362"
"MZacksenhouse;DHJohnson;JWilliams;;CTsuchitani","Single-neuron modeling of LSO unit responses ","J Neurophysiol","8","363"
"JudithGBrodman","What Small Business and Small Organizations Say About the CMM: Experience Report ","ICSE International Conference Software Engineering","9","364"
"JudithGBrodman","A Software Process Improvement Approach Tailored for Small Organizations and Small Projects Tutorial ","ICSE International Conference Software Engineering","9","365"
"JudithGBrodman","Return on Investment ROI from Software Process Improvement as Measured by US Industry ","Software Process Improvement and Practice","9","366"
"JudithGBrodman","Applying CMM Project Planning Practices to Diverse Environments ","IEEE Software","9","367"
"JudithGBrodman","Realities and Rewards of Software Process Improvement ","IEEE Software","9","368"
