"Coauthor","Paper","Journal","AuthorID","PaperID"
"ChangGonKim;EuiJunHwang;HyunJeongPark;HyunWooKim;KyoungJunLee;MyoungKyunYoon;TaeHwanKim","Case and Constraint-Based Apartment Construction Project Planning System: FASTrak-APT ","AAAI National Conference Artificial Intelligence IAAI The Twelfth Innovative Applications of Artificial Intelligence","22","305"
"Eun-YoungKim;HoDongKim;HyungRimChoi;JuneSeokHong;KyoungJunLee;OkRyulYang;SooYeoulChoi;WoojuKim","DAS: Intelligent Scheduling Systems for Shipbuilding ","AI Artificial Intelligence Magazine","22","306"
"JaeKLee","Development of Expert System with UNIK","Bupyoung Korean","22","307"
"JaeKLee","Operational Expert System Applications in the Far East","Pergamon Press","22","308"
"JaeKLee","Electronic Commerce & Business Revolution","Bupyoung Korean","22","309"
"JaeKLee"," rd Electronic Commerce"," Bupyoung Korean","22","310"
"JaeKLee","Management Information System","Bupyoung Korean","22","311"
"MyeMSohn","Enhanced Knowledge Management with eXtensible Rule Markup Language ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","22","312"
"JaeKLee","Management Information Systems : User's Perspective","Dasan Publishing Korean","22","313"
"MyeMSohn","The eXtensible Rule Markup Language ","Commun ACM","22","314"
"RTrippi;JaeKLee","Artificial Intelligence in Finance and Investing","Irwin","22","315"
"RTrippi;JaeKLee","State of the Art Portfolio Selection using Knowledge-based Systems","Probus Publishing","22","316"
"JillHardin;JonLee;JannyLeung","On the Boolean-quadric packing uncapacitated facility-location polytope ","Annals of Operations Research","23","317"
"TLHayden;JonLee;JimWells;PTarazaga","Block matrices and multispherical structure of distance matrices ","Linear Algebra and its Applications","23","318"
"JonLee;JannyLeung;FrançoisMargotM","in-up/min-down polytopes ","IBM Research Report RC","23","319"
"AlanHoffman;JonLee;JoyWilliams","New upper bounds for maximum-entropy sampling ","A C Atkinson P Hackl and W G M ller editors MODA Advances Model Oriented Design and Analysis Contributions to Statistics Springer","23","320"
"JonLee;JannyLeung","On the Boolean quadric forest polytope ","IBM Research Report RC the INFOR Journal","23","321"
"WalterDMorris","Geometric Comparison of Combinatorial Polytopes ","Discrete Applied Mathematics","23","322"
"JonLee;DanWilson","Polyhedral methods for piecewise-linear functions I: The lambda method ","Discrete Applied Mathematics","23","323"
"Chun-WaKo;JonLee;KevinWayne","Comparison of spectral and Hadamard bounds for D-optimality ","A C Atkinson L Pronzato and H P Wynn editors MODA Advances Model Oriented Data Analysis and Experimental Design Contributions to Statistics Springer","23","324"
"JonLee;YewSingLee","A spectral method for concordant polyhedral faces ","Linear Algebra and its Applications","23","325"
"Chun-WaKo;JonLee;MauriceQueyranne","An exact algorithm for maximum entropy sampling ","Operations Research","23","326"
"JannyLeung","More facets from fences for linear ordering and acyclic subgraph polytopes ","Discrete Applied Mathematics","23","327"
"JonLee;JannyLeung;SvendeVries","Separating type-I odd-cycle inequalities for a binary-encoded edge-coloring formulation ","IBM Research Report RC the Journal of Combinatorial Optimization","23","328"
"Chun-WaKo;JonLee;EinarSteingrïmsson","The volume of relaxed Boolean-quadric and cut polytopes ","Discrete Mathematics","23","329"
"JoyWilliams;KurtMAnstreicher;MarciaFampa","Continuous Relaxations for Constrained Maximum-Entropy Sampling ","IPCO Integer Programming Combinatorial Optimization","23","330"
"JonLee","Characterizations of the dimension for classes of concordant polytopes ","Mathematics of Operations Research","23","331"
"LaciLadanyi;JonLee;RobinLougee-Heimer","Implementation of an exact algorithm for a cutting-stock problem using components of COIN-OR ","IBM Research Report RC","23","332"
"JoyWilliams;KurtMAnstreicher;MarciaFampa","Maximum-entropy remote sampling ","Discrete Applied Mathematics","23","333"
"JonLee","Canonical equation sets for classes of concordant polytopes ","Discrete Applied Mathematics","23","334"
"DanWilson","Polyhedral methods for piecewise-linear functions I: the lambda method ","Discrete Applied Mathematics","23","335"
"JonLee","Constrained maximum-entropy sampling ","Operations Research","23","336"
"JonLee","Cropped cubes ","Journal of Combinatorial Optimization","23","337"
"JonLee","Discussion on: `A state-space-model approach to optimal spatial sampling design based on entropy' ","Environmental and Ecological Statistics","23","338"
"","All-Different Polytopes ","Journal of Combinatorial Optimization","23","339"
"KurtMAnstreicher;MarciaFampa;JonLee;JoyWilliams","Continuous relaxations for constrained maximum-entropy sampling ","Integer programming and combinatorial optimization volume of Lecture Notes Computer Science pages Springer","23","340"
"KurtMAnstreicher;JonLee;ThomasFRutherford","Crashing a maximum-weight complementary basis ","Mathematical Programming Series A","23","341"
"KurtMAnstreicher;MarciaFampa;JonLee;JoyWilliams","Maximum-entropy remote sampling ","Discrete Applied Mathematics","23","342"
"KurtAnstreicher;JonLee","A masked spectral bound for maximum-entropy sampling ","IBM Research Report RC MODA Advances Model Oriented Design and Analysis Contributions to Statistics Springer","23","343"
"KurtMAnstreicher;MarciaFampa;JonLee;JoyWilliams","Using continuous nonlinear relaxations to solve constrained maximum-entropy sampling problems ","Mathematical Programming Series A","23","344"
"ImreBarany;JonLee;MartinShubik","Classification of two-person ordinal bimatrix games ","International Journal of Game Theory","23","345"
"MurrayCampbell;VijaySIyengar","Evaluating multiple attribute items using queries ","ACM Conference Electronic","23","346"
"DonCoppersmith;JonLee;JannyLeung","A polyhedron for products of linear functions in / variables ","IBM Research Report RC","23","347"
"JonLee;MattScobee","A characterization of the orientations of ternary matroids ","Journal of Combinatorial Theory Series B","23","348"
"JonLee;JannyLeung","A comparison of two edge-coloring formulations ","Operations Research Letters","23","349"
"NEWJonLee","A First Course in Combinatorial Optimization,","University Press Paperback ISBN Hardback ISBN Cover for A First Course Combinatorial Optimization","23","350"
"JonLee;WalterDMorris;","Geometric comparison of combinatorial polytopes ","Discrete Applied Mathematics","23","351"
"JonLee","Hoffman's circle untangled ","SIAM Society for Industrial and Applied Mathematics Review","23","352"
"JonLee;JoyWilliams","Generalized maximum-entropy sampling ","University of Department of Mathematics Technical report","23","353"
"JonLee","All-different polytopes ","Journal of Combinatorial Optimization","23","354"
"JonLee;JenniferRyan","Local bipartite Turan graphs and graph partitioning ","Networks","23","355"
"JonLee","Maximum entropy sampling ","A H El Shaarawi and W W Piegorsch editors Encyclopedia of Environmetrics Wiley","23","356"
"JonLee;JoyWilliams","A linear integer programming bound for maximum-entropy sampling ","Mathematical Programming Series B","23","357"
"JonLee","On constrained bottleneck extrema ","Operations Research","23","358"
"JonLee;FrançoisMargot","More on a parsimonious coloring formulation,","IBM Research Report RC","23","359"
"JonLee","Orienting matroids representable over both GF and GF ","European Journal of Combinatorics","23","360"
"JonLee;JenniferRyan","Matroid applications and algorithms ","INFORMS formerly ORSA Journal Computing","23","361"
"JonLee","Subspaces with well-scaled frames ","Linear Algebra and its Applications","23","362"
"JonLee;DonCoppersmith","Indivisibility and divisibility polytopes ","Novel Approaches to Hard Discrete Optimization Communications Series Volume American Mathematical Society","23","363"
"JonLee","Semidefinite programming in experimental design ","H Wolkowicz R Saigal and L Vandenberghe editors Handbook of Semidefinite Programming International Series Operations Research and Management Science Kluwer","23","364"
"JonLee","A spectral approach to polyhedral dimension ","Mathematical Programming Series A","23","365"
"JonLee","The incidence structure of subspaces with well-scaled frames ","Journal of Combinatorial Theory Series B","23","366"
"JonLee","Turan's triangle theorem and binary matroids ","European Journal of Combinatorics","23","367"
"DonCoppersmith;JonLee","Parsimonious binary-encoding in integer programming ","IBM Research Report RC","23","368"
"BrendaLDietrich;JonLee;YewSingLee","Order selection on a single machine with high set-up costs ","Annals of Operations Research","23","369"
"Dong-kunJee;Jung-sikLee","Fuzzy-ARTMAP and Higher-Order Statistics Based Blind Equalization ","RSFDGrC","24","370"
"Seok-LyongLee","Block Histogram Compression Method for Selectivity Estimation in High-dimensions ","Journal of KIPS","24","371"
"Seok-LyongLee","Collection Fusion Algorithm in Distributed Multimedia Databases pp - ,","Journal of KISS B","24","372"
"Seok-LyongLee","Blind Equalization using RBF and HOS "," th International Conference Intelligent Data Engineering and Automated Learning","24","373"
"Seok-LyongLee","A design and analysis of Web-Based courseware for word processor - ,","Journal of KAIE","24","374"
"Seok-LyongLee","Distributed Similarity Search Algorithm in Distributed Heterogeneous Multimedia Databases ","Information Processing Letters Volume Issue pp","24","375"
"Seok-LyongLee","Data Collection Technique of Centralized Traffic Management System for Local Exchange ","International Telecommunication Symposium Taipei","24","376"
"Seok-LyongLee","Dynamic Construction of Category Hierarchy Using Fuzzy Relational Products "," th International Conference Intelligent Data Engineering and Automated Learning IDEAL Intelligent Data Engineering and Automated Learning HongKong","24","377"
"Seok-LyongLee","Dynamic Update Cubes for Range Sum Queries "," th International Conference Very Large Data Bases pp","24","378"
"Seok-LyongLee","Efficient Processing method of OLAP Range-Sum Queries ina dynamic warehouse environment - ,","Journal of KISS","24","379"
"Seok-LyongLee","Effective Similarity Search Methods for Large Video Data Streams ","International Conference Computational Science ICCS","24","380"
"Seok-LyongLee","Fuzzy-ARTMAP and Higher-Order Statistics Based Blind Equalization "," th International Conference Rough Sets Fuzzy Sets Data Mining anf Granular Computing RSFDGrC","24","381"
"Seok-LyongLee","A Horizontal Partition of the Object-Oriented Database for Efficient Clustering ","Journal of Electrical Engineering and Information Science","24","382"
"Seok-LyongLee","Heterogeneous Image Database Selection on the Web ","Journal of Systems and Software","24","383"
"Seok-LyongLee","VDCluster: A Video Segmentation and Clustering Algorithm for Large Video Sequences pp - ,","Journal of KISS Databases","24","384"
"Seok-LyongLee","A Model for k-Nearest Neighbor Query Processing Cost in Multidimensional Data Spaces ","Information Processing Letters Issue","24","385"
"Seok-LyongLee","Multi-dimensional Selectivity Estimation Using Compressed Histogram Information ","ACM SIGMOD International Conference Management of Data International Conference Management of Data pp","24","386"
"Seok-LyongLee","Approximate Aggregate Queries with Guaranteed Error Bounds "," th International Conference Rough Sets Fuzzy Sets Data Mining anf Granular Computing RSFDGrC","24","387"
"Seok-LyongLee","Selectivity Estimation for Optimizing Similarity Query in Multimedia Databases "," th International Conference Intelligent Data Engineering and Automated Learning IDEAL HongKong","24","388"
"Seok-LyongLee","Similarity Search for Multidimensional Data Sequences ","Proceedings of th IEEE International Conference Data Engineering pp San Diego Computer Animation Presentation Slide","24","389"
"Seok-LyongLee","A Study of Similarity Measures on Multidimensional Data Sequences Using Semantic Information - ,","Journal of KISS","24","390"
"Seok-LyongLee","A Study on Intelligent Backtracking in Horn Clause Program ","Thesis Graduate School of Seoul National University","24","391"
"Seok-JuChun;Seok-LyongLee","Approximate Aggregate Queries with Guaranteed Error Bounds ","RSFDGrC","24","392"
"Chin-WanChung;Deok-HwanKim;Guang-HoCha;Seok-LyongLee","Distributed similarity search algorithm in distributed heterogeneous multimedia databases ","Inf Process Lett","24","393"
"Chin-WanChung;Seok-JuChun;Seok-LyongLee","Dynamic Update Cube for Range-sum Queries ","VLDB Very Large Data Bases","24","394"
"Chin-WanChung;Guang-HoCha","A Model for i","k</i","24","395"
"NeighborQueryProcessingCostinMultidimensionalDataSpace","Inf Process Lett","","-Nearest Neighbor Query Processing Cost in Multidimensional Data Space <","396"
"Chin-WanChung;Deok-HwanKim","Multi-dimensional Selectivity Estimation Using Compressed Histogram Information ","SIGMOD International Conference Management of Data Conference","24","397"
"Chin-WanChung;Deok-HwanKim;Seok-JuChun;Seok-LyongLee","Similarity Search for Multidimensional Data Sequences ","ICDE International Conference Data Engineering","24","398"
"JPLee","Viewing Specification and Interactions for Virtual Reality Applications"," th Graduate Student Conference Computer Science SUNY pages","25","399"
"JPLee","Views, Visualization and Databases"," Proceedings of the Workshop Database Issues for Data Visualization A Wierse and G G Grinstein eds Springer Verlag Lecture Notes Computer Science","25","400"
"JPLee;GGGrinstein","An Architecture for Retaining and Analyzing Visual Explorations of Databases"," Proceedings of IEEE Visualization pages","25","401"
"DASouthard;JPLee;GGGrinstein;RMitchell;","Case Study: A Virtual Reality Environment"," Poster Presentation First International Symposium Virtual Reality San Jose Computer Animation","25","402"
"DASouthard;JPLee;GGGrinstein","Virtual Reality Environment for Rapid Prototyping"," ICAT Conference","25","403"
"BhavaniMThuraisingham;CraigMWittenbrink;DanielAKeim","Database Issues for Data Visualization: Supporting Interactive Database Explorartion ","Workshop Database Issues for Data Visualization","25","404"
"","Data Exploration Interactions and the ExBase System ","Workshop Database Issues for Data Visualization","25","405"
"","Views, Visualization and Databases ","Workshop Database Issues for Data Visualization","25","406"
"DanielBCarr;GeorgesGGrinstein;JeffreySaffer;JohnKinney","The Next Frontier for Bio- and Cheminformatics Visualization ","IEEE Computer Graphics and Applications","25","407"
"RFErbacher;GGGrinstein;JPLee;HLevkowitz;LMasterman;RPickett;SSmith","Exploratory Visualization Research at the University of Massachusetts Lowell"," Computers and Graphics n pages","25","408"
"GeorgesGGrinstein;HaimLevkowitz;LisaMasterman;RobertFErbacher;RonPickett;StuartSmith","Exploratory visualization research at the University of Massachusetts at Lowell ","Computers amp Graphics","25","409"
"GeorgesGGrinstein","An Architecture for Retaining and Analyzing Visual Explorations of Databases ","IEEE Visualization","25","410"
"DanielAKeim;EricESumner;JohnBoyle;MatthiasHemmje;StephenGEick","Database Issues for Data Visualization: Interaction, User Interfaces, and Presentation ","Workshop Database Issues for Data Visualization","25","411"
"JPLee;GGGrinstein","Describing Visual Interactions to the Database: Closing the Loop Between User and Data"," Proceedings of SPIE The International Society for Optical Engineering Visual Data Exploration and Analysis III San Jose Computer Animation volume pages","25","412"
"JPLee","Database Exploration Interactions and the ExBase System"," Database Issues for Data Visualization J P Lee and G G Grinstein eds Lecture Notes Computer Science Springer Verlag pages","25","413"
"KwanwooLee;KyoChulKang","Concepts and Guidelines of Feature Modeling for Product Line Software Engineering ","ICSR International Conference Software Reuse","26","414"
"EunmanKoh;KwanwooLee;KyoChulKang;PatrickDonohoe","Using a Marketing and Product Plan as a Key Driver for Product Line Asset Development ","SPLC Software Product Lines","26","415"
"KwanwooLee;KyoChulKang;SajoongKim","Feature-Oriented Engineering of PBX Software ","APSEC","26","416"
"KwanwooLee;KyoChulKang;SajoongKim","Feature-Oriented Engineering of PBX Software for Adaptability and Reuseability ","Softw Pract Exper","26","417"
"KyoChulKang;PatrickDonohoe","Feature-Oriented Project Line Engineering ","IEEE Software","26","418"
"EuiseobShin;KijooKim;KyoChulKang;MoonhangHuh;SajoongKim","FORM: A Feature-Oriented Reuse Method with Domain-Specific Reference Architectures ","Annals of Software Engineering","26","419"
"HyoSoonPark;JungShinPark;MiSunDo;SungHoonYoon;TaeHyounKim","Vertical Handoff Procedure and Algorithm between IEEE WLAN and CDMA Cellular Network ","CDMA Code Division Multiple Access International Conference","26","420"
"DKAhn;JSPark;HYPark;YCShin;JYLee;SBLee;YISeo;YMJin","Analysis on statistical characteristics of WWW traffic on IP Level","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Hsinchu C C","27","421"
"Mi-SunDo;YoungjunPark;Jai-YongLee","Channel Assignment with QoS Guarantees for a Multi-Class Multi-Code CDMA System","Vehicular Technology IEEE Transactions Volume Issue Page s","27","422"
"Mi-SunDo;Young-JunPark;Jai-YongLee","Capture with Delay and Power Randomization in Spread Spectrum CDMA Slotted ALOHA System","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Hsinchu C C","27","423"
"Mi-sunDo;Jai-yongLee;Sang-BaeLee","A QoS Guaranteed Code Allocation Scheme in Multi-Code CDMA Network","Proceedings of the International Technical Conference Circuits Systems Computer and Communications Niigata","27","424"
"Mi-sunDo;Jung-ShinPark;Hahnearl-Jeon;Jai-YongLee","The Effect of Spreading Gain control on a CDMA Slotted ALOHA system"," for publication Computer Communications","27","425"
"IHwang;TKim;MJang;SLee;HOh;MKim","A Method to Derive a Single-EFSM from Communicating Multi-EFSM for Data Part Testing","Proceedings of IFIP International Federation for Information Processing TC th International Workshop Testing of Communicating Systems IWTCS Cheju Korea","27","426"
"IksoonHwang;TaehyongKim;SungbackHong;Jai-YongLee","Test selection for a non-deterministic FSM","Computer Communications","27","427"
"MSJang;DSPark;JYLee;SBLee;EKCho;BMJin","An integrated automatic tool for generating test cases from specification written in Estelle","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking","27","428"
"Jai-yongLee","A Method to Derive a Single-EFSM from Communicating Multi-EFSM for Data Part Testing","Testing of Communicating Systems Chapman Hall pp","27","429"
"HahnearlJeon;Hyung-TaekKim;Sung-DaeKim;Yong-JoonKim","Load Balancing Using Modified Cost Function for Constraint-Based Routing over MPLS Networks ","ICOIN International Conference Information Networking","27","430"
"Kwang-JoLee;MyungChulJung;JaiyongLee","Enhanced Micro Mobility Scheme","ICITA Bathurst","27","431"
"HahnearlJeon;Hyung-TaekKim;Sung-DaeKim;YoungJoonKim","Performance Analysis of QoS Routing with Network Dependant Delay Cost ","ICOIN International Conference Information Networking","27","432"
"DoYLee","A Well-Defined Estelle Specification for the Automatic Test Generation ","IEEE Trans Computers","27","433"
"Jai-YongLee","An Approach for the Automatic Conformance Testing for a Specification Written in Estelle","ISO JTC WG Seoul Korea","27","434"
"Jai-YongLee;DYLee","An Automatic Test Generation Technique for a Specification Written in Estelle","IEEE Trans Computer","27","435"
"Keum-MoLee;Myung-ChulJung;Sang-WooKang;Jai-YongLee","Network Configuration Management Framework Using WBEM","ITC International Test Conference CSCC Tokushima pp","27","436"
"DoYLee","Performance Comparison of Bridge Algorithms in Interconnected Local Area Networks ","Computer Networks and ISDN Systems","27","437"
"Jai-YongLee;DYLee","Performance of Bride Algorithms in Interconnected Local Area Network","Computer Networks ad ISDN Systems North Publishing","27","438"
"HyunJunLee;MyoungChulJung;JaiyongLee","Optimized Paging Cache Mappings for efficient location management","ICITA Bathurst","27","439"
"JHLee;JYLee;SBLee","Architecture of multichannel DQDB network,","Electronics Letters IEE","27","440"
"Myung-CheulJung;Jung-ShinPark;Dong-MinKimHyo-SoonPark;Jai-YongLee","Optimized Handoff Management Method Considering Micro Mobility in Wireless Access Network","HSNMC Cheju Island Korea pp","27","441"
"TWKang;SHRyu;JSPark;KHLee;JYLee;SBLee","Channel Allocation Scheme using Fuzzy Reasoning Method for Multimedia PCS Environment","Proceedings of International Technical Conference Circuits Systems Computer Communications ITC International Test Conference CSCC Okinawa","27","442"
"Ji-EunKang;Dong-MinKim;Yong-ChulShin;Hee-YoonPark;Jai-YongLee","Performance Evaluation of TCP over WCDMA RLC","ICOIN International Conference Information Networking Cheju Island Korea C C","27","443"
"Kee-TaekKim;Jae-HyunKim;Dong-KeunKim;JaiyongLee","Efficient Explicit Mobile Multicast Routing Protocol E^ MMP ","ICITA Bathurst","27","444"
"YIKim;JHChung;CSLim;JYLee;SBLee","A Hybrid Performance Management Scheme for OAM Function in ATM Network","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Taipei","27","445"
"YIKim;JHChung;CSLim;JYLee;SBLee","A Hybrid Performance Management Scheme for OAM Function supporting QoS management in ATM Network","Proceedings of IEEE International Conference Communication ICC International Conference Communications Montreal","27","446"
"Sung-DaeKim;HahnearlJeon;Jai-YongLee;Yong-JoonKim;Hyung-TaekKim","Load Balancing Using Modified Cost Function for Constraint-based Routing Over MPLS Networks","Published LNCS p ff","27","447"
"SCKim;JYLee;SBLee","A Link Control Scheme using Self-Reflecting Signal in Global Beam Satellite Network","IEEE Communications Letters","27","448"
"DoYLee","Test Generation for the Specification Written in Estelle ","PSTV Protocol Specification Testing and Verification","27","449"
"Dong-MinKim;Hee-YoonPark;Ji-EunKang;Yong-ChulShin","Performance Evaluation of TCP over WCDMA RLC ","ICOIN International Conference Information Networking","27","450"
"Jai-YongLee;DYLee","Test Generation for the Specification Written in Estelle Protocol Specification","Test and Verification XI Elservier Publishing North","27","451"
"BJKim;JYLee;YKKim;DHKim","Performance Evaluation of Telecommunication Network for ITS Services","Advanced Simulation Technology Conference San Diego Computer Animation","27","452"
"YYOh;JWSon;WHCho;JYLee;SBLee","A Centralized Approach in Multi-channel Access Scheme for Single-hop WDM Networks","Proceedings of International Technical Conference Circuits Systems Computer Communications ITC International Test Conference CSCC Okinawa","27","453"
"YYOh;YIKim;BJHa;JYLee;SBLee","Dynamic Bandwidth Management for VBR MPEG Traffic using ATM OAM Cell","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Tokyo","27","454"
"HyosoonPark;SunghoonYoon;TaehyounKim;JungshinPark;MisunDo;JaiyongLeeCDMACELLULARNETWORK","CIC , Seoul, Korea, , pp - ","","27","455"
"JSPark;SHLee;SCKim;JYLee;SBLee","A Conferencing System for Real-Time, Multiparty, Multimedia Services","Proceedings of International Conference Consumer Electronics ICCE Los Angels Computer Animation","27","456"
"JHPark;CHKim;JYLee;EKCho;BMJin","Design and implementation of CFG Generator for Estelle specification","Proceedings of International Council for Computer Communicatons ICCC Seoul Korea","27","457"
"JSPark;SCKim;JHLee;JYLee;SBLee","A Flexible Communication Architecture to Support Multimedia Services in High Speed Network","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Tokyo","27","458"
"JaesungPark;SangheonLee;Seung-cheonKim;Junho-Lee;Jai-yongLee;Sang-baeLee","A Flexible Communication Architecture to Support Multimedia Services in High Speed Network","Information Networking ASIA pp","27","459"
"Jae-SungPark;Jai-YongLee;Sang-BaeLee","Internet Traffic Measurement and anaysis in a high speed network environment: Workload and flow characteristics","JCN","27","460"
"SCKim;SHLee;JSPark;JYLee;SBLee","A Real-Time Multimedia Synchronization Mechanism based on the Level-Variation of Fixed-length Buffer","Proceedings of International Technical Conference Circuits Systems Computer Communications ITC International Test Conference CSCC Okinawa","27","461"
"HyunChangKim;JiEunKang;DongMinKim;JaiYongLee","A Study of Optimization with Timestamp for AODV Protocol in ADHOC Network","ISCIT Chiang Mai pp","27","462"
"Dong-MinKim;Bum-JoonKim;Won-SeoPark;Jae-SungPark;Jai-YongLee","TCP Enhancement for Wireless Internet","ITC International Test Conference CSCC Tokushima pp","27","463"
"THKim;ISHwang;CMPark;JYLee;SBLee","Automatic Test Case Generation of Real Protocols : Framework and Methodology","Proceedings of IFIP International Federation for Information Processing TC WG Joint International Conference Formal Description Techniques for Distributed Systems and Communication Protocols FORTE Formal Techniques for Networked and Distributed Systems XI and Protocol Specification Testing and Verification PSTV Protocol Specification Testing and Verification XVIII","27","464"
"Tae-hyoungKim;Ik-soonHwang;Min-seokJang;Jai-YongLee","Test Case Generation of a Communication Protocol by an Adaptive State Exploration","Computer Communications","27","465"
"THKim;ISHwang;MSJang;SWKang;JYLee;SBLee","Test Case Generation of a Protocol by a Fault Coverage Analysis","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Tokyo","27","466"
"Tae-HyongKim;Ik-soonHwang;Min-seokJang;Jai-yongLee;Sang-baeLee","Test Generation of a Communication Protocol in an EFSM Model","Information Networking ASIA pp","27","467"
"Soon-DonKwon;Jung-ShinPark;JaiyongLee","A New Route Cache Scheme in On-Demand","ICITA Bathurst","27","468"
"DSPark;MSJang;SHLee;JYLee;SBLee","A protocol Machine Configurator for Highly Flexible Transport Protocol","Proceedings of IEEE International Conference Communication ICC International Conference Communications","27","469"
"JaiYongLee","A Conformance Testig Framework for Applying Test Purposes Protocol Test Systems","Chapman Hall","27","470"
"Chan-MinPark;Ik-SoonHwang;Sang-BaeLee;Tae-HyongKim","Automatic Test Case Generation of Real Protocols: Framework and Methodology ","FORTE Formal Techniques for Networked and Distributed Systems","27","471"
"HTLee;JWSon;JYLee;SBLee","A crossbar based gigabit packet switch with an input-polling shared bus arbitration mechanithm","Proceedings of IEEE International Switching Symposium ISS Toronto","27","472"
"JongbumRyou;SungdaeKim;HanhearlJeon;DongminKim;JaiyongLee","Suggestion of TCP Algorithm in Diffserv using MPLS","ISCIT Chiang Mai pp","27","473"
"SHRyu;JSPark;HEJeon;JYLee;SBLee","Adaptive Time-Base Location Management Scheme using Fuzzy Logic","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Cheju Korea A A","27","474"
"SHRyu;KHLee;YYOh;JYLee;SBLee","Variable Location Management Scheme Adaptive to Mobile Characteristics","Proceedings of International Conference Consumer Electronics ICCE Los Angeles Computer Animation","27","475"
"CShim;KHPark;JHLee;JYLee;SBLee","A New Ring Protocol for ATM-MAN","Proceedings of International Council for Computer Communicatons ICCC Seoul Korea","27","476"
"CShim;WHCho;SHLee;ITRyoo;JYLee;SBLee","Ring Protocol for ATM-LAN/MAN : Y-Ring Protocol","Proceedings of IEEE GLOBECOM","27","477"
"JWSon;JHLee;JYLee;SBLee","A Dynamic Resource Allocation Algorithm Based on Multiple Traffic Structure in ATM Networks","Proceedings of Asia Pacific Conference Communications APCC Osaka","27","478"
"JWSon;YYOh;HTLee;Jai-YongLee;SBLee","Input Polling Arbitration Mechanism for a Gigabit Packet Switch","Electronics Letters IEE","27","479"
"JWSon;YYOh;HTLeeJai-YongLee;SBLee","Performance of an input-queued ATM switch with even/odd switching planes,","Electronics Letters IEE","27","480"
"BMChin;THKim;ISHwang;MSJang;JYLee;SBLee","Generation of Reliable and Optimized Test Cases for Data Flow Test with a Formal Approach","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Taipei","27","481"
"WHCho;CShim;MLSong;JYLee;SBLee","MCDQDB Multi-Channel DQDB Using WDM Wavelength Division Multiplexing ","Proceedings of IEEE GLOBECOM","27","482"
"WHCho;SHLee;JYLee;SBLee","Multi-channel DQDB architecture for MAN","Proceedings of Jonit Technical Conference Circuits Systems Computer Communications JTC CSCC Kumamoto","27","483"
"YHChoi;KHLee;JYLee;SBLee","Hierarchical Performance Management of ATM Networks using OAM MIB","Proceedings of International Council for Computer Communicatons ICCC Cannes","27","484"
"YHChoi;KHLee;SYChang;CPark;JYLee;SBLee","Hierarchical Performance Management using OAM MIB in ATM Networks","the Proceedings of IEEE GLOBECOM","27","485"
"YHChoi;WSSong;CPark;HSKang;YSShim;JYLee;SBLee","OAM-based ATM Network Management Information Architecture : SNMP Agent","Proceedings of International Symposium Network Operations and Management ISNOM","27","486"
"Yong-HoonChoi;Kil-HungLee;Jai-YongLee;Sang-BaeLee","OAM MIB : An End-to-end Performance Management Solution for ATM","IEEE Journal Selected Areas Communications","27","487"
"YHChoi;KHLee;JYLee;SBLee","A Method of Gathering End-to-end Management Information","Proceedings of IEEE Network Operations and Management Symposium NOMS New Orleans","27","488"
"Seung-hoonChoi;Bum-JoonKim;Dong-MinKim;Jae-YongLee","Slot Allocation and Analysis of QoS for a Satellite-ATM MAK Protocol","APCC Asic Pacific Conference Communication Seoul","27","489"
"KHLee;YHChoi;DSPark;TWKang;SHJeon;JYLee;SBLee","A Cost Evaluation of Disjoint Protection Schemes with Dynamic Bandwidth Control","Proceedings of the th International Conference Information Networking ICOIN International Conference Information Networking Cheju Korea C C","27","490"
"HTLee;JWSon;JYLee;SBLee","Design and Implementation of Gigabit Packet Switch with Multi-path Routing Capability"," Proceedings of International Conference Telecommunicatons ICT International Conference Telecommunications","27","491"
"KHLee;YHChoi;TWKang;MSDo;JYLee;SBLee","Efficient Restoration Scheme for VP-based ATM Networks","Proceedings of Asia Pacific Network Operations and Management Symposium APNOMS Seoul Korea","27","492"
"Jai-YongLee","FA LAN Protocol Implementation and the Development of Integrated FA Network","RIST Technical Research Report","27","493"
"JaiYongLee","Formal Model of a Protocol Conformance Testing","ISO JTC WG","27","494"
"KHLee;YHChoi;JYLee;SBLee","Loop Expanding Fast Restoration","Proceedings of IEEE Network Operations and Management Symposium NOMS New Orleans","27","495"
"KHLee;YHChoi;JYLee;SBLee","QoS Restoration using a Disjoint Path Group in ATM Networks","Proceedings of the Sixth IFIP International Federation for Information Processing IEEE International Symposium Integrated Network Management","27","496"
"Jai-yongLee","Multimedia Traffic Characteristics in Internet","KTIS pp","27","497"
